transit_id,pl_period,pl_transit_duration,pl_transit_depth,pl_radius,pl_eq_temp,pl_insolation_flux,st_eff_temp,st_radius,st_logg
K07489.01,0.565713361,0.954,86.4,0.81,1917.0,3197.67,5220.0,0.881,4.48
K06310.01,7.04715073,1.434,282.5,1.54,932.0,178.49,5941.0,0.911,4.519
K06311.01,7.047106212,3.16223,69626.0,119.64,1846.0,2744.25,8162.0,2.321,3.973
K06567.01,9.58405667,6.82752,119630.0,99.66,1212.0,510.85,5605.0,2.275,3.813
K07230.01,21.120005744,2.05573,13054.3,31.2,880.0,141.75,6195.0,1.598,4.069
K07364.01,2.61844178,3.203,45.1,2.16,2033.0,4044.74,5088.0,3.293,3.502
K07496.01,33.159475806,9.01353,222167.0,146.47,1068.0,307.53,7967.0,2.379,4.001
K00126.02,0.875197345,0.052,0.0,0.73,2518.0,9497.39,5855.0,1.796,3.999
K06313.01,1.70332915,1.663,98.5,0.86,1420.0,965.03,5749.0,0.864,4.547
K06447.01,1.120997701,11.243,145.6,66.58,3992.0,60096.61,6720.0,4.845,3.373
K06569.01,3.115304946,4.88748,149524.0,61.66,1404.0,918.39,6367.0,1.087,4.419
K06570.01,16.214474,4.149,161.7,3.53,1256.0,587.82,6801.0,2.637,3.833
K06571.01,12.422524,13.55,33.9,0.86,1107.0,354.37,7225.0,1.414,4.281
K06704.01,359.534371,24.205,5732.0,64333.8,491.0,13.7,5087.0,5.899,3.183
K06707.01,43.535891,4.712,576.6,1.86,444.0,9.19,5481.0,0.778,4.592
K06708.01,1.39797542,9.06,43.2,0.49,1316.0,709.8,5074.0,0.761,4.536
K07371.01,19.40669392,5.27765,464521.0,57.97,597.0,30.05,5622.0,0.778,4.588
K07373.01,0.952377862,4.0869,2122.3,28.44,1713.0,2023.36,5662.0,0.863,4.524
K07375.01,4.84847245,0.874,554.7,1.51,667.0,46.85,4137.0,0.647,4.625
K07500.01,0.539445498,2.2821,25302.2,68.65,2959.0,18153.51,6486.0,1.456,4.174
K07501.01,20.7106853,42.737,1003.0,89.55,1246.0,570.64,6956.0,2.888,3.738
K01347.02,0.858285844,1.799,43.4,0.9,2274.0,6321.2,5945.0,1.346,4.196
K01681.04,21.9139549,3.271,584.4,10.39,303.0,2.01,3638.0,0.42,4.844
K01840.02,9.3888216,4.154,192.7,20.91,963.0,202.91,5846.0,1.24,4.278
K06456.01,4.426344495,5.84235,276139.0,78.3,1316.0,709.74,6228.0,1.226,4.277
K06458.01,5.024768971,3.82433,53046.4,42.15,1159.0,425.9,6322.0,0.989,4.444
K06464.01,20.000242814,5.0042,13137.9,21.57,746.0,73.09,6373.0,1.047,4.438
K06577.01,0.618060842,1.892,25.1,0.51,1854.0,2791.09,5339.0,0.793,4.503
K06580.01,21.539269242,5.32432,143753.0,53.0,674.0,48.89,6136.0,0.933,4.487
K06713.01,5.7768734,5.762,71.0,3.13,1399.0,905.0,5473.0,2.162,3.796
K06716.01,0.843651274,2.80468,305452.0,39.98,1553.0,1371.12,5220.0,0.695,4.578
K06844.01,0.566791802,2.2,49.3,0.66,2040.0,4113.39,5691.0,0.887,4.544
K06847.01,0.566801906,1.626,89.7,0.55,1344.0,774.11,4208.0,0.583,4.662
K06977.01,0.835315046,2.45449,16876.4,30.54,1490.0,1160.98,5009.0,0.69,4.584
K06980.01,6.29340543,3.024,96.4,1.08,1072.0,312.61,6214.0,1.076,4.442
K06981.01,593.19521,25.65,227.3,1.63,234.0,0.71,6103.0,1.03,4.391
K07112.01,0.78430061,2.952,254.7,1.14,1566.0,1416.91,5176.0,0.681,4.589
K07113.01,2.665875491,7.59461,161389.0,67.43,1502.0,1199.89,6234.0,1.159,4.351
K07115.01,1.5765874,15.18,29.2,15.68,2946.0,17781.51,6742.0,3.138,3.688
K07242.01,2.028512246,5.00309,121562.0,50.28,1542.0,1333.24,6105.0,1.025,4.412
K07245.01,1.332545609,3.997,278.2,28.37,5080.0,157611.61,5154.0,16.486,2.435
K07376.01,1.284241817,1.965,166.5,1.18,1623.0,1643.57,5849.0,0.919,4.517
K07379.01,0.535493486,2.57,54.0,1.42,3181.0,24045.87,6328.0,1.864,4.035
K02232.02,12.834857,2.092,293.9,1.73,755.0,76.96,5492.0,1.016,4.389
K06331.01,5.8229815,2.8,281.6,1.36,914.0,165.12,5704.0,0.804,4.575
K06333.01,1.89134156,5.891,68.4,0.99,1673.0,1856.23,6387.0,1.105,4.41
K06464.02,225.66716,16.6,342.9,1.94,331.0,2.82,6363.0,1.035,4.444
K06587.01,12.4254241,24.98,378.9,2.17,755.0,76.9,5853.0,0.895,4.529
K06590.01,0.755109271,2.619,23.2,0.47,1961.0,3494.52,5606.0,0.962,4.39
K06591.01,0.755101141,3.371,76.7,0.19,680.0,50.92,3256.0,0.207,5.071
K06725.01,14.313157391,8.90236,21566.9,34.98,1144.0,404.48,5750.0,2.379,3.703
K06853.01,2.83401711,5.938,84.2,0.93,1381.0,859.57,6247.0,1.002,4.458
K06858.01,0.56679797,4.503,72.6,0.65,1799.0,2467.38,5230.0,0.777,4.594
K06988.01,2.62387291,4.61248,232468.0,74.23,1790.0,2430.91,6728.0,1.46,4.206
K07124.01,35.026564845,2.90121,120249.0,34.88,489.0,13.56,5546.0,0.81,4.575
K02756.02,5.06993245,3.241,93.6,0.92,1053.0,291.11,5957.0,0.937,4.506
K06342.01,8.1770751,4.608,44.3,0.83,1115.0,365.09,6501.0,1.209,4.281
K06864.01,0.566789763,4.008,25.4,0.4,1984.0,3662.84,5799.0,0.758,4.6
K06867.01,0.566801506,1.738,29.5,0.62,2557.0,10156.53,6398.0,1.111,4.358
K06868.01,0.566803738,1.8481,100.6,1.13,2450.0,8516.13,6300.0,1.057,4.404
K06996.01,1.307761491,2.22271,13941.0,29.17,1298.0,671.75,5112.0,0.673,4.596
K06997.01,4.028671454,8.12253,113967.0,52.42,1492.0,1169.87,6327.0,1.528,4.168
K07127.01,0.687004402,3.829,93.7,2.89,3535.0,36888.8,6240.0,2.803,3.684
K07129.01,64.1983721,0.934,248.2,1.74,506.0,15.49,6088.0,1.077,4.329
K07133.01,82.78482,7.52,190.4,2.16,501.0,14.88,5749.0,1.48,4.123
K07259.01,0.721522907,1.4521,22528.0,11.04,1475.0,1115.99,4893.0,0.625,4.634
K07400.01,4.15736472,2.217,200.7,1.09,931.0,178.03,5183.0,0.782,4.558
K07529.01,1.222127938,2.2613,2486.5,30.32,1470.0,1107.41,5157.0,0.87,4.465
K03068.02,6.65171459,2.325,151.5,0.84,713.0,61.01,4889.0,0.686,4.637
K03348.02,17.7189786,4.102,176.8,1.44,713.0,61.01,5566.0,1.099,4.329
K06602.01,0.648775795,4.34648,108824.0,41.58,1714.0,2038.54,5143.0,0.776,4.559
K06606.01,0.938905082,5.00453,358893.0,205.64,4281.0,79148.54,8615.0,3.003,3.784
K06607.01,0.93891532,2.134,39.1,1.13,2667.0,11944.88,6534.0,1.797,4.074
K06875.01,1.655472351,5.09197,174198.0,125.25,2546.0,9914.08,6725.0,2.171,3.86
K07140.01,2.66811113,22.49,48.3,1.53,1792.0,2439.28,6593.0,1.561,4.164
K07141.01,50.440285363,12.2001,85309.1,51.5,673.0,48.36,6225.0,1.646,4.039
K07405.01,8.04963472,6.00488,279647.0,95.98,1247.0,571.1,6698.0,1.485,4.171
K07408.01,5.15998178,3.356,412.4,19.07,574.0,25.63,3900.0,0.534,4.727
K07535.01,15.09984259,0.222,484.8,4.11,576.0,25.98,5191.0,0.65,4.615
K04084.02,10.72900793,0.696,404.3,1.78,722.0,64.33,5375.0,0.876,4.541
K04084.03,8.19619768,2.109,197.4,1.55,851.0,123.81,5323.0,0.995,4.378
K06355.01,4.37198905,2.177,103.7,0.93,1085.0,327.65,5823.0,0.919,4.489
K06355.02,6.72876606,2.277,117.4,1.03,940.0,184.66,5823.0,0.919,4.489
K06746.01,2.564012541,0.9433,2551.9,7.27,1720.0,2065.56,6274.0,1.428,4.139
K06751.01,24.996068,5.623,621.7,2.4,604.0,31.43,5761.0,0.956,4.492
K06879.01,3.258249472,2.6358,1643.5,79.23,2057.0,4234.38,6712.0,2.361,3.859
K06885.01,44.827323809,6.86103,237120.0,429.0,779.0,87.2,5160.0,3.279,3.568
K07011.01,1.012694226,3.6017,108504.0,42.51,2230.0,5846.79,6487.0,1.233,4.292
K07016.01,384.847556,9.969,189.9,1.09,220.0,0.56,5579.0,0.798,4.58
K07143.01,2.131225773,5.4932,2337.1,35.68,1555.0,1382.47,6181.0,1.028,4.38
K07146.01,2.015152464,8.17997,561687.0,132.05,2107.0,4657.05,6988.0,1.649,4.163
K07274.01,9.080194398,8.18777,324573.0,76.4,1013.0,248.49,6461.0,1.131,4.396
K07275.01,9.93442075,7.8219,55965.0,34.03,679.0,50.35,5382.0,0.669,4.654
K07411.01,1.88912273,4.219,60.2,0.59,1248.0,573.44,5413.0,0.754,4.578
K04301.02,6.31915999,3.465,34.4,1.04,1369.0,829.72,6254.0,1.706,4.019
K06365.01,2.344138713,0.4495,110.8,2.43,1797.0,2469.65,5313.0,2.095,3.835
K07613.01,0.93369659,4.444,81.4,0.78,1680.0,1891.43,5619.0,0.838,4.558
K07616.01,4.0551242,12.0,148.7,3.13,2013.0,3887.31,7064.0,2.531,3.888
K04676.02,3.36379289,23.7,136.3,44.77,1840.0,2712.28,5947.0,2.407,3.814
K05270.02,0.907818056,1.679,29.5,0.55,2012.0,3871.99,6210.0,1.014,4.456
K06447.02,91.649983,10.294,193.6,2.27,568.0,24.57,6705.0,1.608,4.145
K06464.03,541.742985,10.47,1038.6,3.39,248.0,0.9,6373.0,1.047,4.438
K06541.02,0.938074536,1.9618,575.9,417.01,5718.0,251840.36,4697.0,17.032,2.204
K06751.02,0.698359996,1.4959,774.1,28.97,1990.0,3702.25,5761.0,0.956,4.492
K07543.01,0.98376204,10.052,55.0,12.44,4203.0,73867.88,6431.0,5.294,3.276
K07558.01,10.1551587,1.802,141.6,0.94,721.0,63.73,5275.0,0.796,4.505
K07564.01,451.86579,13.47,80.0,1.85,464.0,10.97,9024.0,2.005,4.154
K07568.01,480.03759,16.25,717.4,1.14,109.0,0.03,3622.0,0.43,4.826
K07590.01,0.594003994,5.557,25.4,1.55,4952.0,142174.84,8596.0,2.968,3.793
K07597.01,0.778705577,6.445,54.5,59.33,4233.0,75864.33,7846.0,3.066,3.743
K07602.01,362.747593,16.45,132.4,2.51,384.0,5.13,6176.0,2.16,3.885
K07905.01,7.4751841,5.166,28.1,0.85,1168.0,439.51,5616.0,1.602,3.98
K07906.01,0.616343903,0.7656,161.4,1.72,2513.0,9411.28,6045.0,1.34,4.264
K07915.01,382.5891,11.7,298.2,2.15,305.0,2.05,6337.0,1.239,4.261
K07899.01,8.39140024,1.193,134.4,1.1,921.0,169.89,5892.0,0.935,4.389
K08200.01,5.959695593,1.8383,151.2,1.13,937.0,182.4,5717.0,0.884,4.538
K08202.01,452.65206,19.87,175.1,2.41,345.0,3.33,6664.0,1.73,4.075
K08203.01,234.66319186,7.627,243.5,1.68,328.0,2.73,6306.0,1.076,4.426
K08205.01,260.446151,9.314,713.9,25.39,608.0,32.37,4845.0,7.796,2.897
K07993.01,3.381607,7.627,440.6,117.25,6037.0,314164.85,3974.0,59.437,1.056
K08097.01,384.09781,12.55,100.1,1.63,330.0,2.8,5884.0,1.628,3.979
K08210.01,89.667675,3.726,1415.0,78.77,1364.0,818.91,4742.0,21.291,2.099
K07998.01,122.11555,16.07,1104.0,2.96,351.0,3.6,5592.0,0.894,4.418
K07999.01,1.213742728,3.596,31.7,1.18,2599.0,10804.6,6532.0,1.987,3.961
K08106.01,614.39054,9.312,289.1,2.43,269.0,1.24,6228.0,1.427,4.193
K08213.01,370.2402,31.46,1272.6,29.24,270.0,1.26,6296.0,0.966,4.481
K08005.01,375.408923,11.438,87.3,4.48,858.0,128.15,11357.0,4.528,3.667
K08006.01,2.17812769,1.645,61.7,0.78,1421.0,963.16,6014.0,0.958,4.494
K08112.01,213.201978,15.396,696.9,1.91,221.0,0.56,4594.0,0.752,4.557
K08116.01,235.544698,8.93,299.3,2.13,316.0,2.36,5533.0,1.255,4.244
K08225.01,190.783023,4.069,1385.0,71.66,989.0,226.51,5013.0,19.813,2.394
K08012.01,34.573718512,2.1742,399.0,0.42,199.0,0.37,3374.0,0.218,5.066
K08228.01,384.558321,4.76,1330.0,14.33,382.0,5.03,5078.0,3.0,3.479
K08231.01,384.92275,9.98,184.8,1.64,298.0,1.87,6070.0,1.191,4.186
K08020.01,0.93377253,2.544,30.0,0.43,1644.0,1734.32,5595.0,0.796,4.581
K08024.01,0.93374911,3.504,57.8,0.66,1793.0,2442.7,5978.0,0.846,4.554
K08128.01,197.37704,18.71,226.2,84.37,815.0,104.45,10974.0,2.677,4.041
K08131.01,203.8406,9.33,227.4,2.41,385.0,5.21,5548.0,1.616,3.97
K08239.01,655.25732,20.05,268.2,1.56,226.0,0.62,6420.0,0.941,4.492
K08026.01,7.7529342,5.072,72.1,0.93,1002.0,238.09,5975.0,1.072,4.335
K08027.01,0.573762943,2.196,48.3,0.39,1538.0,1331.17,4891.0,0.571,4.683
K08028.01,1.072934147,4.50475,96883.0,81.42,2523.0,9590.04,7031.0,1.523,4.222
K08132.01,381.85852,16.121,362.9,8.3,453.0,9.93,4959.0,4.486,3.155
K08136.01,160.243128,5.393,556.4,15.72,686.0,52.5,5128.0,6.775,3.091
K08240.01,462.463589,5.007,1024.3,8.92,355.0,3.78,5059.0,2.799,3.466
K08038.01,0.9438885,2.592,35.8,1.45,3158.0,23572.82,6947.0,2.297,3.895
K08250.01,99.299502,3.631,408.5,5.4,682.0,51.2,6832.0,2.578,3.851
K08251.01,371.47786,12.3,264.9,1.2,203.0,0.4,5162.0,0.754,4.605
K08253.01,400.11482,12.37,113.4,0.95,226.0,0.62,5547.0,0.911,4.521
K08148.01,303.91225,15.37,479.5,1.97,242.0,0.81,5412.0,0.887,4.513
K08151.01,431.51734,16.42,5332.7,10.28,287.0,1.6,6221.0,1.312,4.294
K08257.01,9.4609418,4.888,47.5,0.54,767.0,81.83,5485.0,0.788,4.5
K07935.01,350.65158,7.976,248.1,1.31,243.0,0.83,5882.0,0.833,4.56
K07938.01,275.5603,15.09,89.4,2.33,437.0,8.6,5989.0,2.467,3.764
K08050.01,278.38935,10.43,262.8,6.81,464.0,10.93,4951.0,4.342,3.349
K08051.01,185.243906,3.276,383.9,2.38,354.0,3.7,6218.0,1.131,4.417
K08155.01,320.56794551,15.3614,898.9,2.43,234.0,0.71,5546.0,0.81,4.575
K08262.01,370.94353,16.64,1071.3,27.77,228.0,0.64,5755.0,0.776,4.588
K08263.01,280.55544,12.757,401.4,2.17,308.0,2.13,6292.0,1.078,4.426
K08264.01,30.6261927,1.107,162.6,1.55,655.0,43.61,5860.0,1.197,4.244
K07947.01,0.609668222,2.836,287.6,1.35,1805.0,2491.57,5296.0,0.815,4.576
K08060.01,372.086704,3.686,2494.0,38.4,283.0,1.51,6289.0,1.093,4.411
K08060.02,363.448167,6.013,2124.0,37.03,285.0,1.56,6289.0,1.093,4.411
K08066.01,36.3192885,2.601,400.2,25.43,1410.0,933.26,5008.0,12.39,2.706
K08067.01,1.901655058,4.6545,87321.0,89.89,2192.0,5467.3,6929.0,1.704,4.102
K08166.01,346.31688,21.92,1435.0,5.21,278.0,1.42,6060.0,1.068,4.408
K08166.02,365.61087,16.102,1116.0,4.42,273.0,1.32,6060.0,1.068,4.408
K08170.01,374.80095,10.691,144.4,1.53,286.0,1.59,5804.0,1.234,4.214
K08284.01,49.763624,2.749,412.0,2.43,588.0,28.31,6477.0,1.187,4.361
K08080.01,0.559643825,0.677,1812.6,27.21,1860.0,2854.44,5240.0,0.774,4.521
K08081.01,0.502446098,1.803,11.4,0.43,2705.0,12572.01,6306.0,1.197,4.311
K08178.01,256.45616,35.35,17283.0,9.44,175.0,0.22,4070.0,0.646,4.628
K08180.01,185.97534,8.744,54.5,2.76,688.0,53.05,7365.0,3.638,3.628
K08181.01,388.519605,10.613,151.2,2.3,350.0,3.56,6164.0,1.825,3.985
K08289.01,0.93371211,4.76,126.2,0.75,1318.0,715.48,4604.0,0.696,4.591
K08291.01,0.93376089,3.027,27.3,0.57,2064.0,4286.78,6292.0,1.078,4.426
K07972.01,1.33254024,3.16,35.8,0.59,1658.0,1777.13,6071.0,0.887,4.511
K07974.01,1.33255492,3.63,66.6,0.92,1850.0,2765.99,6310.0,1.095,4.417
K07976.01,5.82561701,3.246,142.8,1.21,1037.0,273.08,5999.0,0.967,4.459
K08095.01,508.04103,5.398,371.7,1.89,217.0,0.53,5672.0,0.965,4.503
K07984.01,8.5898708,4.806,87.7,1.11,929.0,176.4,5638.0,1.088,4.296
K07985.01,0.527698548,3.2221,1579.2,29.35,2088.0,4500.53,5638.0,0.903,4.529
K07988.01,333.486169,3.199,639.1,19.3,557.0,22.68,4989.0,7.824,2.992
K07989.01,4.85603482,3.078,76.7,1.05,1266.0,607.42,6469.0,1.193,4.385
1052.01,9.139804,3.0912936,358.4157801,3.0629855,1006.9932829,243.011763,5958.2,1.58,4.34
1063.01,10.0665238,2.4023189,839.9044871,2.7272824,694.1792631,54.8791715,5552.0,0.791742,4.61783
1067.01,3.1316735,2.4579197,14915.6943722,9.4995191,890.5622134,148.6544991,4351.0,0.76701,4.438
1069.01,2.9776446,2.962,13022.0,14.4339,1461.0,758.324,5703.0,1.22,4.25824
1070.01,2.9776152,3.25697,43218.111683,26.88423,1386.5,873.27,5740.0,1.28,4.29219
1073.01,3.9228016,1.8736007,31510.9004906,13.3368705,788.0973496,91.167589,4444.0,0.6983,4.438
1004.01,3.5730141,3.37,755.0,11.3113,4260.0,54679.3,9219.0,2.15,4.14
1007.01,6.9989206,3.953,2840.0,14.7752,1282.0,448.744,6596.0,2.7,3.71
1016.01,12.6889415,7.9201001,3232.8527885,14.0608342,1158.1310368,425.1594177,7601.0,1.53641,4.31
103.01,3.547854,3.494333,10424.3718,14.581841,1504.858953,1212.004376,6351.0,1.4,4.22896
1031.01,5.652623,3.434,1250.0,8.94354,2011.0,2717.06,6415.4,1.92,3.98
1035.01,6.0744477,2.4954821,5982.5212406,30.9493217,1583.9398898,1487.5644344,5964.0,2.4303801,3.7
1045.01,3.7039994,4.277,7590.0,17.57,2149.0,3546.13,7013.8,1.9,4.21
1048.01,0.30412,0.748,1330.0,10.417,6413.0,280833.0,11892.0,2.52,4.14
1132.01,1.5502952,2.938,411.0,3.34528,2839.0,10796.6,7851.0,1.86,4.17
1098.01,10.1826983,2.8275109,667.4752458,3.0538057,957.1991659,198.394783,6153.0,1.14582,4.34814
110.01,3.1743504,2.751086,15457.3247576,14.9172256,1320.6518234,718.9096994,5943.0,1.15706,4.42524
1107.01,4.0782392,4.8475616,6046.6959687,13.898174,1617.8267296,1619.0081232,6501.0,1.74836,4.08
1112.01,2.78186,2.456,490.0,4.92567,1680.0,1323.21,6819.0,2.21,3.92
1120.01,1.66226,3.321,6030.0,13.3343,2561.0,7149.89,7301.0,1.64,4.23
1199.01,3.6714717,2.149,4340.0,10.678,1182.0,324.114,5618.0,1.54,4.06
1142.01,3.3686634,3.012,3288.0,42.2321,2775.0,9856.24,7518.0,2.68,3.82
1147.01,10.9278415,2.468,2743.0,49.1695,1129.0,270.142,6259.0,2.92,3.59
115.01,4.7423709,2.4988145,12650.8110411,10.5505922,970.6340996,209.7699043,5377.0,0.877585,4.42476
1168.01,2.1358631,1.559,10325.0,23.6019,1745.0,1540.95,5969.0,1.5,4.17
1173.01,7.0643978,2.424,8268.0,9.39131,890.0,104.311,5429.6,0.96,4.44
1181.01,2.1031647,5.059,7142.0,16.7087,3037.0,14140.0,6122.0,1.93,3.93
1186.01,11.2464616,7.391,7576.0,17.6677,1218.0,365.938,6115.7,2.01,3.89
1232.01,14.2545623,4.7250029,7899.6939555,10.7048234,785.7055082,90.0658585,5739.0,1.09597,4.28235
1237.01,12.72038,2.401,1070.0,4.96046,705.0,41.1042,6212.0,1.48,4.17664
1237.02,6.238755,3.6178567,373.5681138,2.9728283,1255.4607699,587.1290759,6212.0,1.47768,4.17664
1207.01,2.6282553,2.0930597,75.2858004,0.9817044,1418.1144376,955.7979966,6282.0,1.10743,4.37809
1211.01,18.1663644,2.464,624.0,2.80447,562.0,16.6472,5572.9,1.14,3.83
1212.01,105.5850893,11.6068811,462.9116325,2.5033335,429.5758177,8.047858,5909.57,1.1142,4.26154
1217.01,41.4856125,6.6899368,959.7522291,12.5121956,1035.0005398,271.196017,6354.0,3.4868701,4.24472
1280.01,9.6926392,3.0182304,1838.2370548,3.289074,626.5734732,36.4257934,4665.0,0.746003,4.56182
1289.01,0.581322,1.3261177,3206.6010016,2.2014886,952.4881815,194.5178158,3446.0,0.38621,4.83941
1252.01,1.1219715,0.8226121,3997.6445916,3.9968417,1479.5361862,1132.461295,5780.0,0.624,4.67672
1261.01,18.0574016,3.592177,1198.0572128,3.8092663,704.2235859,58.1250403,5897.0,1.01,4.45922
1272.01,3.3159772,1.494,2770.0,4.5947,923.0,120.595,4972.7,0.81,4.54
134.01,1.4015183,1.1583061,593.7540922,1.4616853,891.6389885,149.3747543,3794.0,0.597007,4.67812
1344.01,13.7432169,2.73,5046.0,25.7481,1015.0,176.671,5941.5,1.4,4.23
1353.01,4.4350025,2.252,2085.0,9.91393,2535.0,6855.78,9706.0,1.87,4.29
1308.01,1.3797091,2.352,1320.0,22.2329,3626.0,28702.5,5924.0,2.67,3.68
131.01,6.2407826,1.513,6114.0,16.0959,708.0,41.7384,4174.0,0.9,4.34197
1327.01,3.9392211,2.379,1468.0,27.6744,2902.0,11779.7,8715.0,4.12,3.55
1328.01,4.0157492,2.706,1150.0,6.47219,1417.0,669.61,6585.0,2.07,3.94
1410.01,1.2168732,0.86,1240.0,3.43106,980.0,153.719,4634.6,0.78,4.51
1412.01,4.731977,0.361,3470.0,6.97384,367.0,3.01841,4223.45,0.66,4.61744
1414.01,3.0197807,3.5896763,12016.7483851,17.9176077,1813.9505159,2558.7198805,7128.0,1.58815,4.23768
1415.01,14.4204896,5.1737619,1061.4991496,4.7909139,942.9968937,186.8796664,6383.0,1.41048,4.24518
1355.01,2.1702725,2.1417853,5156.7735359,15.2590586,2652.9602078,11706.9549101,9218.0,1.8527499,4.27
1357.01,0.33759,1.351,529.0,2.96097,2725.0,9164.98,7387.0,1.37,4.39
1360.01,0.70902,2.49,570.0,5.18865,4453.0,65312.0,8999.0,2.36,4.05
1364.01,1.7753644,2.034,878.0,9.49405,2597.0,7558.32,9598.0,3.23,3.81
1366.01,14.8626982,3.3250502,8264.2193919,26.5090911,962.2429589,202.6095767,5705.0,1.73364,3.97
1370.01,5.2651271,2.463,3450.0,11.2446,1993.0,2619.14,8728.0,1.7,4.32
1376.01,1.7380504,1.496,956.0,4.42263,1476.0,787.969,6026.0,1.45,4.16
1379.01,1132.0244686,4.119,18121.2,30.6957,1283.0,449.947,5984.0,2.07,3.98
1397.01,8.6795072,3.628,10160.0,24.132,1366.0,578.958,6057.0,1.14,4.43
1402.01,0.43889,0.947,650.0,6.69456,3049.0,14357.3,7111.0,2.32,3.91
1453.01,6.5886877,1.678,852.0,2.12746,646.0,28.9612,4920.0,0.71,4.64
1453.02,4.3135263,1.874,274.0,1.17405,963.0,142.833,4920.0,0.71,4.64
142.01,0.8533534,1.2018737,25080.3290695,12.600718,1026.213105,262.1025386,3658.0,0.608076,4.438
1435.01,0.6858178,1.3936363,148.2277582,0.9996714,1707.7366899,2010.0397143,5142.0,0.82354,4.54622
1441.01,22.092974,5.813,435.0,2.33525,790.0,64.932,5885.0,1.24,4.27782
1445.01,9.8130697,3.91,630.0,2.67352,1013.0,175.261,6240.0,1.06,4.46607
1445.02,4.7842093,2.947,390.0,2.14401,1267.0,428.772,6240.0,1.06,4.46607
1509.01,1.577609,1.646,1055.0,9.73924,2058.0,2982.64,7856.0,2.91,3.78
1518.01,1.902606,2.3653693,8984.9897271,19.576504,2917.5260913,17123.005499,9918.0,1.82241,4.32
1460.01,6.8424983,3.3079378,8029.880305,16.4578474,977.1959895,215.5002138,5766.0,1.1282001,4.438
1464.01,11.3125266,2.5943007,861.7265878,2.686447,698.0518398,56.1140618,5290.0,0.854841,4.53286
1466.01,1.8718991,1.475,920.0,2.40733,1001.0,167.099,4201.0,0.75,4.5079
1476.01,1.2174936,2.57,6969.0,12.9438,2361.0,5165.92,6596.04,1.46,4.2467
1482.01,5.7121916,4.775,7555.0,15.4584,1570.0,1009.66,6720.0,1.79,4.09
1523.01,6.72694,2.649,1070.0,5.19273,1123.0,264.81,6745.0,1.53,4.23
1543.01,5.13664,4.45,930.0,7.04152,2355.0,5106.92,9238.0,2.32,4.08
1545.01,1.5166573,1.607,1590.0,7.73846,1954.0,2422.33,6905.3,2.0,4.03
1557.01,1.08697,1.967,860.0,4.98445,2042.0,2889.01,5751.0,1.69,4.0
1562.01,0.98999,2.05,420.0,3.95137,2612.0,7729.29,6208.0,1.84,3.99
1568.01,1.35932,2.831,2840.0,10.3751,3113.0,15609.5,5421.0,0.94,4.46
1600.01,0.361112,0.756,710.0,6.69136,2003.0,2677.39,6056.9,1.95,3.99
1602.01,6.15952,3.834,1230.0,3.90515,1309.0,487.519,6175.9,1.09,4.44
162.01,7.764691,3.185,24530.0,15.6068,849.0,86.3134,5404.7,0.99,4.4
1621.01,6.453624,3.582,200.0,1.35756,1423.0,680.81,7257.0,1.02,4.64
1637.01,4.076684,4.4132181,10459.727229,17.5223182,1571.9653862,1443.0883389,6531.44,1.64302,4.13711
1694.01,3.7701296,2.8512056,4361.1801082,5.4800266,953.4195932,195.2881696,5058.0,0.81833,4.53907
1696.01,2.5005291,0.8809865,12579.3504758,3.1713853,491.6465759,13.8080731,3181.0,0.280475,4.94798
1659.01,5.8775548,2.9027641,412.2881337,2.1822904,1031.1383185,267.1706249,5977.0,1.00568,4.47
1659.02,3.3985674,2.197,171.0,1.18609,1288.0,456.908,5977.0,1.01,4.47
1680.01,4.8026561,1.1658648,4358.1157678,1.4202459,370.455897,4.4510969,3231.0,0.213459,5.04064
1699.01,4.5470055,2.382923,813.7370725,3.0070741,1096.3569775,341.4514343,5654.4,1.03909,4.41
1700.01,1.12355,1.611,1020.0,3.49799,2055.0,2963.42,5524.0,1.01,4.41
1701.01,1.3341738,1.3470884,2283.6562849,4.5073642,1320.8410635,719.3218467,4685.1,0.878958,4.42
1709.01,7.6288424,3.311,10850.0,18.0261,1194.0,338.345,6157.0,1.6,4.1
1716.01,8.082354,3.284,559.0,2.72432,959.0,140.474,5878.6,1.24,4.28
1721.01,4.1250429,4.454,8804.0,15.3479,1608.0,1112.27,6304.0,1.62,4.11
1724.01,0.6850808,1.0565887,2675.7176662,1.9806358,922.0627729,170.8295335,3541.0,0.380019,4.8452
1734.01,28.8745078,4.4849765,584.5089133,2.7122882,586.7970552,28.0202951,5773.0,0.988898,4.46229
1785.01,11.0023133,5.305,298.0,4.25882,1120.0,261.664,6264.0,2.87,4.25903
1786.01,9.573548,2.036,2788.0,15.6118,1135.0,275.837,6505.0,1.83,4.04
1788.01,5.34326,1.426,6980.0,10.4171,751.0,52.9343,5776.0,1.26,4.25
1790.01,9.62517,3.725,540.0,2.03371,1007.0,170.739,6149.0,0.93,4.57
1794.01,8.7655468,4.0264463,572.6986983,3.3302665,992.0587214,228.9130329,5707.0,1.29921,4.21803
1752.01,0.9351891,0.7694649,1150.2871156,1.8032935,952.065635,194.1728744,3652.0,0.526987,4.71387
1752.02,32.7135406,5.075467,1469.2598788,2.4202837,291.1102616,1.6972705,3652.0,0.526987,4.71387
1762.01,24.141229,3.069765,1612.7795426,4.0770689,637.122924,38.9416122,6156.0,0.94842,4.55262
