transit_id,pl_period,pl_transit_duration,pl_radius,st_eff_temp,st_radius
1109.01,7.04083,2.979,8.46404,5317.0,0.91
1111.01,11.4756978,0.808,14.1098,7262.0,2.13
112.01,2.4997996,2.865171,13.8516093,5650.0,1.13732
1191.01,15.7335693,3.288,24.3218,6800.0,2.21
1200.01,0.8352406,1.043,6.4875,6105.0,1.24
1158.01,2.9258727,4.075,24.4055,4884.5,1.3
1159.01,0.73774,0.636,5.28215,6449.5,2.1
116.01,2.7985802,2.3801043,11.9514993,4920.0,0.906655
1166.01,1.8824539,2.46,8.29008,5900.4,1.13
1167.01,15.196,1.792,4.96345,5807.0,1.14
1176.01,14.0077666,5.8727493,12.4023108,6557.7,1.57435
1181.01,2.1031647,5.059,16.7087,6122.0,1.93
1182.01,7.6416041,2.654,27.538,6496.7,2.05
1231.01,24.2454967,3.3725583,3.878568,3535.0,0.465271
1206.01,0.831542,1.985538,1.881684,5824.0,1.1512
1221.01,91.6827832,9.7504857,3.239855,5802.0,1.01814
128.01,4.9404714,1.954,2.3216,6086.0,1.13
129.01,0.980972,0.5405036,5.9162923,4486.0,0.764401
1246.01,18.6548829,5.4431451,4.3869878,5141.0,0.876154
1246.02,4.3074513,2.3379196,3.2819879,5141.0,0.876154
1246.03,5.9041278,2.7678313,2.4489454,5141.0,0.876154
1246.04,37.9251983,3.5345219,3.241643,5141.0,0.876154
1255.01,10.288886,1.391,2.63881,5126.0,0.87
1257.01,5.4526479,3.401,14.5502,6509.0,1.57
1263.01,1.0214555,1.252,1.46266,5098.0,0.82
1265.01,2.2047452,3.996,17.9781,6532.23,1.99
1269.01,4.2529641,2.5733867,2.3483383,5591.0,0.848906
1269.02,9.2378703,2.535,2.22995,5591.0,0.85
1276.01,6.261169,2.0369188,1.3468319,3145.0,0.211257
1353.01,4.4350025,2.252,9.91393,9706.0,1.87
1292.01,1.4412175,1.666,17.0442,5672.9,1.46
1300.01,2.8716983,4.668,18.1267,6840.0,1.91
1319.01,0.890967,1.784,2.89678,5159.2,0.87
1334.01,4.03349,2.684,23.4514,11348.0,6.37
1335.01,3.3295394,2.77,14.3988,7965.0,2.35
1415.01,14.4204896,5.1737619,4.7909139,6383.0,1.41048
1416.01,1.0697621,1.356,1.60037,4946.0,0.8
1357.01,0.33759,1.351,2.96097,7387.0,1.37
1365.01,1.8286961,3.37,21.4433,6046.3,1.23
1370.01,5.2651271,2.463,11.2446,8728.0,1.7
1376.01,1.7380504,1.496,4.42263,6026.0,1.45
139.01,11.0708575,2.1937617,2.3337648,4356.0,0.700727
1395.01,0.98736,1.464,3.41784,6301.3,1.69
1400.01,5.48923,3.29,11.8401,6004.0,1.62
1403.01,2.3359622,6.0165684,18.3852989,7577.0,2.0780001
1451.01,16.5379864,2.796,2.51948,5781.0,1.03
1422.01,13.001789,4.4847322,3.84805,5914.0,1.00826
1431.01,2.650232,2.03,15.9327,7400.0,1.94
1436.01,0.8675883,1.3814953,1.4302423,5011.22,0.74524
1439.01,27.6438617,5.321,3.68027,5873.0,1.62
1445.01,9.8130697,3.91,2.67352,6240.0,1.06
1445.02,4.7842093,2.947,2.14401,6240.0,1.06
1505.01,3.4272549,5.9083927,7.7503736,6338.0,2.0707099
1507.01,0.46741,1.25,7.77804,7960.5,1.77
1468.01,15.5324385,1.7640717,2.013576,3382.0,0.369306
1468.02,1.880531,1.1911684,1.4548629,3382.0,0.369306
1472.01,6.3634106,2.692302,4.4784698,5103.0,0.859483
1477.01,2.7324809,2.2139341,18.2785375,6695.0,1.61271
158.01,2.51266,2.411,13.3617,5988.0,2.3
1586.01,1.80794,2.17,20.9267,4628.0,8.61
1588.01,3.581083,3.454,17.1017,9503.0,5.96
1535.01,6.5344463,2.774,15.3823,7715.3,2.67
1545.01,1.5166573,1.607,7.73846,6905.3,2.0
1550.01,1.6256942,1.988,32.1007,6628.0,3.96
1557.01,1.08697,1.967,4.98445,5751.0,1.69
156.01,14.152,3.599,10.6751,5823.9,1.28
1641.01,1.8646725,1.028,12.8352,9898.0,3.4
1645.01,2.1721416,2.7480823,18.0850347,6198.0,1.30937
165.01,7.757643,2.8561356,12.7936991,6038.0,1.91151
1651.01,3.7649949,2.642,17.8182,6724.0,1.42
1595.01,1.7498117,1.641,8.13315,6222.3,1.53
1607.01,1.0357235,1.366,15.828,4963.0,7.83
1616.01,1.3433022,0.662,4.72169,6713.0,1.45
1622.01,1.7126115,3.128,2.01928,5932.2,1.0
1624.01,5.8089284,5.137,3.79308,6406.0,1.27
1632.01,8.2491871,4.9807847,8.0476984,2990.0,0.165066
1633.01,12.1582804,2.1406837,1.9160277,3429.0,0.3232
1637.01,4.076684,4.4132181,17.5223182,6531.44,1.64302
1689.01,9.1238101,5.1188391,2.0471844,5470.16,1.1485
1691.01,16.7368995,4.561,2.88015,5759.0,1.0
1693.01,1.766692,1.4196682,1.5574734,3474.0,0.46126
1660.01,1.3561596,2.504,4.12493,6375.0,1.86
1666.01,1.69433,2.169,5.20733,7185.0,2.0
1709.01,7.6288424,3.311,18.0261,6157.0,1.6
1715.01,2.8269356,1.1692366,4.8112209,7072.0,1.50581
1720.01,2.6158597,2.517,13.1204,5267.0,1.08
1737.01,14.4479828,6.353,2.79468,6669.0,1.95
1739.01,8.3033493,1.705,1.95844,4814.0,0.78
1788.01,5.34326,1.426,10.4171,5776.0,1.26
1790.01,9.62517,3.725,2.03371,6149.0,0.93
1791.01,48.4808217,8.081,2.36501,6153.0,2.47
1792.01,8.8164887,3.895,1.28915,5502.5,0.99
1793.01,55.087,5.709,4.36639,5175.0,0.87
1795.01,2.7917911,1.4664254,6.0002066,6071.0,1.16271
1752.01,0.9351891,0.7694649,1.8032935,3652.0,0.526987
1752.02,32.7135406,5.075467,2.4202837,3652.0,0.526987
1760.01,11.062666,2.0842156,2.6437021,3212.0,0.254522
1763.01,3.797872,1.0636976,1.9296055,3520.0,0.472869
1767.01,4.3532339,3.869,16.2509,5914.0,1.59
1774.01,16.7100422,5.4004652,2.7396616,5853.7,1.09271
1775.01,10.2405483,3.538,8.69623,5251.0,0.84
1782.01,4.9877056,2.2769107,2.4703077,4336.0,0.668693
1782.02,1.8290294,1.6679098,2.1268375,4336.0,0.668693
1782.03,18.7559765,2.5550705,2.9737536,4336.0,0.668693
1846.01,3.9306746,1.4305142,1.7902006,3512.0,0.411452
185.01,0.9414525,2.05,15.342,6400.0,1.35
1809.01,4.6170519,3.555,12.4681,5797.0,1.11
1827.01,1.467119,1.0069313,1.3241394,3297.0,0.331472
1829.01,6.2895835,3.044,15.9901,5565.0,1.02
1835.01,5.6419598,3.0871502,1.8245844,5297.0,0.782479
2404.01,20.362741,4.5890238,4.2523478,6142.0,1.18003
2404.02,74.6068965,4.8874071,9.1295659,6142.0,1.18003
2404.03,74.6065192,3.6758167,9.5163991,6142.0,1.18003
2640.01,0.9112206,2.003082,7.3931803,2999.0,0.274907
2642.01,3.0652926,2.606,13.3524,6229.0,1.22
1966.01,0.6227257,1.0110042,6.3159749,6390.7,2.30849
2192.01,6.2643442,3.8202596,11.6261491,5262.0,1.12916
2657.01,2.7985528,2.459,12.3741,5416.0,1.09
267.01,5.7525797,5.4071598,12.7442838,6180.0,1.70927
1981.01,2.4763492,3.593,4.72716,8749.3,2.14
2195.01,4.164514,2.0579197,8.9598265,5101.7,0.933443
2196.01,1.1953968,1.5752293,3.5030245,5728.0,1.02917
2200.01,2.9360281,2.118,7.18912,4983.6,0.83
2201.01,1.3477642,1.112,6.61528,6252.0,1.47
2208.01,0.6743453,0.9010413,12.4716613,3228.0,0.321846
2427.01,1.30613,0.634,1.99844,4072.0,0.68
2441.01,12.8900899,2.5413229,2.9698317,3478.0,0.46769
2678.01,3.4523955,1.624,10.2673,5614.0,0.94
2682.01,2.5981987,1.412,11.5397,5516.0,0.93
2683.01,1.5292851,1.167,12.6875,6295.5,2.21
2219.01,10.1688722,4.3884108,12.8424534,5161.7,1.3986
2441.02,5.5514857,2.0186927,2.0319062,3478.0,0.46769
269.01,3.6977167,0.9308263,2.942044,3607.0,0.397924
2697.01,4.3169755,4.523,10.9284,5683.0,1.61
2005.01,17.3057923,4.1729767,12.4978402,6995.5,2.2275901
2013.01,2.6162769,1.134893,1.0972867,3352.0,0.325635
2228.01,3.36296,2.594,2.69668,5420.0,0.9
223.01,14.445918,1.533311,3.290507,5063.0,0.87237
2236.01,3.5315897,2.689,14.2116,6209.0,1.62
2459.01,19.1047019,3.2516728,2.9365337,4195.0,0.675093
2462.01,12.8643168,4.7778345,17.4453322,5365.0,1.82733
2466.01,2.6266983,4.087,18.7969,6475.0,1.77
2710.01,10.7448417,3.298,11.9772,4701.0,0.63
2016.01,6.8161105,2.718,2.98458,5175.0,0.84
2016.02,2.4590369,1.862,2.74738,5175.0,0.84
2016.03,25.3369848,3.214,3.23582,5175.0,0.84
2019.01,15.3468182,6.425,3.99579,5588.0,1.8
2253.01,85.4244796,3.6658465,4.4208054,5697.0,1.29609
2254.01,26.4579842,3.372,2.90965,5706.0,1.37
2471.01,6.5857043,2.777,13.2476,5908.4,2.88
2473.01,1.2311781,2.756,17.567,6589.1,1.53
2480.01,11.3543085,3.414,9.40688,6421.0,1.92
2758.01,4.5302876,2.713,12.3919,4693.0,0.81
2041.01,1.37477,1.601,3.0101,5825.0,1.02
2043.01,12.0135752,4.274,3.7307,6178.0,1.23
2257.01,35.1896444,3.3254029,2.2253696,3446.0,0.326932
2259.01,16.5899263,2.1573675,5.4428798,6690.0,1.7449
2261.01,1.9011452,1.6128566,5.7647423,5392.0,0.986402
2269.01,1.4206036,1.6483243,1.1974247,3872.0,0.548484
2734.01,4.5879078,3.464,5.59491,5785.0,1.25
2046.01,1.4971447,2.4024159,16.2528494,6081.0,1.2431901
2061.01,1.45655,1.51,1.83776,4475.0,0.7
2269.02,2.8411415,1.174,1.42162,3872.0,0.55
2269.03,10.4029111,1.3721731,1.8465904,3872.0,0.548484
2274.01,2.6796164,0.9028948,1.8334769,3943.0,0.63072
2274.02,1.1188024,1.119,1.44009,3943.0,0.63
2275.01,20.1546939,1.3244754,2.3244125,4863.0,0.712388
2278.01,1.4663344,0.447,1.87124,3412.0,0.32
2500.01,2.955314,3.031,13.1598,7837.0,1.58
2505.01,2.8972041,1.958,4.096,5879.0,1.55
2513.01,2.5577037,2.577,3.9587,6039.0,1.7
274.01,0.5417947,1.1716379,2.8738733,5181.0,0.807298
2067.01,8.8128067,2.325,2.33219,5491.0,0.88
2287.01,11.8120707,3.3324162,1.7481305,6037.0,1.20105
229.01,3.1260778,1.7185367,10.9257115,5100.0,0.874706
2291.01,9.405877,1.5560322,1.977596,3869.0,0.475701
2292.01,7.0767314,2.444,2.4422,5781.0,1.0
2520.01,2.0944084,4.133,1.39836,5298.0,0.77
2527.01,2.3018922,3.706,12.146,6919.0,3.45
2786.01,3.7576217,4.483,16.0563,5605.0,1.89
2788.01,4.0646554,2.813,8.30577,5647.0,0.93
2083.01,17.969639,4.238817,3.0570342,4410.0,0.767286
2086.01,41.7540004,4.491,2.75297,5337.0,0.91
2086.02,20.261655,2.9685197,2.4206095,5337.0,0.914083
2301.01,6.0541622,4.592,4.01623,6187.0,1.61
2306.01,2.9905745,2.0941681,13.2344892,5535.6,1.10305
2541.01,1.4118418,2.702,8.14924,7839.6,3.52
1854.01,2.5267353,2.2654363,12.697976,4836.0,0.871731
1861.01,742.5142746,6.5744451,11.1888239,5490.0,1.06113
2090.01,230.92212,15.8602661,3.6785805,6395.0,2.1204
2093.01,53.8108713,4.2655099,2.2249096,4455.0,0.730261
2094.01,18.7931749,1.09889,1.7151271,3457.0,0.376775
2547.01,2.3114203,2.7479753,13.1879107,5785.79,1.07008
2551.01,5.436841,2.335,7.79881,7980.0,1.49
2555.01,16.0475029,3.334,19.3344,6337.5,1.6
1871.01,3.40612,1.714,8.60495,5955.3,1.67
1872.01,2.2349708,2.016,11.1799,6305.2,1.57
1877.01,3.801591,2.752,14.4297,6051.0,1.01
2100.01,23.6573994,2.308778,3.0681221,5535.0,0.846615
2331.01,4.7150942,2.436,7.48939,3798.0,0.57
2560.01,3.5511203,2.634,13.8379,5321.0,0.98
2564.01,3.7257237,2.38162,11.5792771,5698.0,1.1429501
2573.01,4.5815438,3.367,15.1889,5525.0,1.07
1880.01,1.7263781,1.7874582,8.0540139,3631.4,0.556058
2109.01,0.67249,1.801,15.7288,6647.0,1.7
2338.01,22.6539607,3.468,12.2765,5523.0,1.12
2576.01,3.8229149,3.171,13.5313,6166.4,1.21
2579.01,3.7146478,3.835,15.2308,5783.0,1.32
2585.01,4.0266483,2.312,1.90189,5276.5,0.78
2587.01,5.4566563,3.783,10.9408,5674.8,1.72
2588.01,3.587158,1.23,10.0104,6495.7,1.75
1898.01,45.5221456,4.3839392,9.7055757,6303.91,1.61034
1904.01,4.3247708,4.267,17.0257,6457.0,2.13
1906.01,9.6246665,4.297,12.3182,5473.0,1.2
1907.01,5.4774433,5.277,20.3433,6942.0,2.09
2123.01,10.3088514,3.8012836,4.0217464,5432.0,0.843702
2126.01,1.306188,1.4177746,16.758883,5489.0,0.820181
2357.01,7.0924883,2.869,12.2608,6493.0,1.58
2358.01,1.1258127,0.374,13.1558,6423.0,1.24
2362.01,6.9444047,2.7056073,13.4708551,6104.5,1.41945
2591.01,8.493027,3.733,20.982,6287.0,1.41
2594.01,2.682814,0.987,23.5198,8528.0,5.28
2607.01,2.2338786,3.0400001,3.1159001,6422.3,1.65992
1914.01,4.1933422,1.8220996,11.5425702,6405.0,1.6277601
1922.01,4.5768651,3.5592795,19.1571223,6687.0,1.78295
214.01,18.5537012,3.438,1.57606,5346.2,0.8
214.02,9.695961,2.772,0.808552,5346.2,0.8
2142.01,9.3004351,2.3510062,1.5550304,3472.0,0.363966
2146.01,5.8924856,3.134,17.4655,7272.0,2.13
2370.01,12.6826724,3.827,5.24953,5851.0,1.04
2372.01,1.1792344,1.7572263,26.9739777,6127.1,2.6058199
2373.01,13.3368173,4.384,11.2448,5517.0,1.2
2380.01,5.2153618,5.5895721,17.7519701,6067.2,2.3901401
2382.01,4.6612025,2.1408549,12.7709747,5884.5,1.52373
261.01,3.3639254,3.3430495,3.0449863,5890.3,1.28018
261.02,13.0393586,4.9218325,3.3482223,5890.3,1.31383
2618.01,8.2500143,3.317,11.8684,7386.5,1.59
1924.01,2.8240691,3.808,17.7861,8004.2,1.84
193.01,0.7920646,0.466,12.9674,5422.0,0.98
1937.01,0.9466787,1.09,14.6661,5707.0,1.07
2152.01,3.3772835,3.6434514,15.3058361,6688.0,1.73235
2158.01,8.6007557,3.304,10.7988,5389.0,1.5
2162.01,12.9773004,4.391,7.75284,6610.0,1.66
2164.01,1.09333,1.975,12.2642,5274.0,3.39
2385.01,3.1581288,2.3951941,13.5726225,4367.6,1.02417
239.01,4.1567834,3.9413609,9.8517709,6362.5,1.38831
2391.01,7.8369842,6.8077198,21.4721115,5774.8,1.75826
195.01,2.0727598,2.619,14.2954,5640.0,1.13
2172.01,1.78252,2.729,18.6528,5085.0,3.7
3444.01,2.7188122,2.182,16.9807,6531.0,1.48
3453.01,4.3618031,4.9,12.1596,6126.0,2.21
3712.01,1.5224706,1.3423331,7.53174,4654.3,0.8
2908.01,5.4631023,4.067,5.85793,6788.0,1.06
2916.01,3.9216762,2.075,13.1754,6706.0,0.96
292.01,10.3688702,2.4885919,9.6582457,4463.0,0.789514
3185.01,3.5601365,2.824,14.1499,6762.0,1.93
3188.01,1.5659063,1.169,18.7417,6356.0,1.6
3461.01,11.4483792,4.824,10.4552,6175.0,1.28
3477.01,3.3626798,3.771,14.2118,6165.0,1.39
3740.01,2.0449361,2.732,21.3235,6247.6,1.22
2928.01,2.8457134,3.189,10.8106,6910.0,1.3
2934.01,1.1239749,1.011,5.17993,6220.0,0.95
2936.01,1.3328042,2.75,7.33432,6561.0,1.67
348.01,0.4947938,0.9449038,8.7665514,5879.0,1.5121
3482.01,0.9714298,1.251,8.81333,6495.0,2.18
375.01,9.4546478,10.2947735,12.7656513,5001.6,3.2739301
3754.01,2.5312823,4.428,11.7709,6170.0,2.98
3755.01,5.5455798,3.1170996,10.3353813,5354.0,1.07607
2943.01,0.7123317,0.752,13.7901,4728.0,0.98
2950.01,3.2690486,3.666,12.349,6368.0,1.55
3226.01,2.3720554,3.366,7.05055,4668.0,1.11
323.01,2.7723915,1.8223369,6.3703129,4558.0,0.775641
3495.01,8.4130034,2.5601309,4.3741604,6529.0,1.92409
3497.01,4.218076,3.5060865,10.0080468,5780.0,1.0
377.01,1.55028,1.571,14.723,5039.5,0.87
296.01,25.2580075,3.7100519,8.7026468,5290.0,0.946086
2961.01,4.6259138,2.91,14.9419,7388.0,1.44
2966.01,1.5252473,2.343,9.59771,5698.0,2.44
3247.01,5.3305676,2.887,15.5434,6076.0,2.01
3249.01,3.2420704,2.535,12.4447,5570.7,1.21
3514.01,1.5039495,1.857,17.3816,5623.0,0.95
3517.01,3.3687307,2.645,13.6378,5727.0,1.18
3518.01,2.9661661,2.068,16.476,5436.0,1.17
3524.01,3.3418892,2.084,13.4003,4874.0,0.8
3789.01,4.120004,1.9086349,10.4236143,5497.6,0.902842
379.01,0.91677,1.337,3.12766,5825.0,1.71
2989.01,3.1228396,2.18,13.4539,4262.0,0.77
3255.01,2.2458338,1.462,8.19934,4377.0,0.76
3264.01,3.3133491,3.881,14.7466,6690.0,1.56
327.01,10.0550764,3.3888241,20.5931944,5960.0,1.31971
353.01,1.2979921,2.5298876,39.1860336,4965.0,2.63993
3539.01,6.0978165,3.402,14.2859,6255.0,1.11
3541.01,2.5313956,3.128,23.2858,5854.0,1.13
3832.01,24.0819851,4.032,9.42632,5952.0,1.05
3835.01,1.3460633,1.829,14.2662,5788.7,1.09
2995.01,1.6566182,2.847,15.7246,6504.0,1.38
2998.01,1.5297119,2.297,9.91839,6683.0,2.05
3272.01,3.146714,2.106,12.1786,5197.0,1.37
3281.01,9.3108074,5.27,10.1812,6243.0,1.89
3286.01,2.0325685,1.312,11.846,4950.0,0.85
3545.01,3.1872086,3.4290537,21.2058311,6578.0,1.64157
3547.01,4.1632657,1.874,17.3522,5145.0,1.34
3548.01,0.3093954,0.442,15.7244,4769.0,0.73
3557.01,0.476873,1.135,16.2032,5877.0,3.57
3559.01,2.5402287,2.3204775,16.3917196,9339.0,1.5968
3804.01,3.2905683,2.7899266,14.6087971,5689.0,1.06203
3809.01,3.6346303,2.728,13.6402,5058.0,0.85
3015.01,4.2745762,4.288,10.7453,6375.0,1.79
329.01,5.7042858,4.061264,5.0247868,5560.5,1.61148
3295.01,3.4379994,3.855,13.3167,6193.0,1.44
3561.01,4.1273472,2.74,20.1447,7795.0,1.44
3562.01,1.3298469,3.007,6.98364,5791.1,0.81
3573.01,9.8170028,3.341,12.7271,5994.3,1.49
3822.01,3.1235179,2.7145235,13.2914966,5376.0,1.04447
303.01,3.5608112,3.389,10.4972,5659.0,1.47
304.01,2.24172,3.989,28.4732,6292.0,1.88
3304.01,3.4930546,2.985,13.1021,5986.0,1.42
3305.01,2.025289,2.257,12.3405,5297.4,0.86
3321.01,3.6525305,4.153,14.7302,5930.0,1.47
3577.01,5.2667367,2.788,8.71675,5938.0,1.6
358.01,9.10326,1.928,26.9344,5467.0,1.21
386.01,5.1119781,1.413,10.6694,8562.0,2.67
3045.01,2.3304358,3.528,17.6763,7763.0,1.77
3046.01,4.1343989,3.051,18.5459,6320.0,1.35
3053.01,2.9919962,2.614,13.6621,5247.0,1.01
3060.01,0.5465391,1.6114979,9.5365498,6091.0,1.66057
3322.01,1.0571733,1.235,12.0066,6307.0,2.53
2794.01,4.7654865,4.43,14.441,6151.0,1.85
280.01,10.1843061,1.7293131,2.4497061,5454.0,0.782681
2801.01,5.4139736,2.952,15.5249,5425.0,1.71
2807.01,3.9919157,2.938,2.45988,5645.0,1.14
3069.01,3.8277062,0.899,7.97984,6610.0,1.18
3351.01,4.311529,2.699,15.9679,6777.0,1.57
3355.01,15.6600896,4.785,2.14305,6257.0,1.13
3610.01,1.7384809,2.6777485,12.9358521,5540.0,1.72093
3094.01,2.8396238,2.391,12.199,5915.3,1.16
3095.01,4.2839945,3.08,9.77904,6022.0,1.03
3362.01,18.0953159,2.627,12.0619,6509.8,1.8
3365.01,5.3928876,3.8463963,12.0135136,5970.0,1.3179801
3642.01,4.084447,1.829,14.1047,5458.0,0.96
2835.01,2.9646096,2.232,15.291,5306.0,0.88
3103.01,4.3437796,2.774,11.8307,6513.0,1.32
3105.01,5.3332571,3.102,5.82279,6068.0,1.1
3108.01,6.900352,2.452,8.86463,5205.8,0.85
3379.01,1.6117444,1.524,6.63491,6056.0,1.14
3386.01,0.8855539,1.034,5.05228,6446.0,1.13
3388.01,0.845657,1.824,8.90314,4969.9,4.52
3646.01,2.1795448,2.523,21.4131,5840.0,1.42
3648.01,2.923461,3.379,15.738,5858.5,2.4
3649.01,3.2637419,1.977,13.3617,6016.1,1.42
3652.01,3.4796904,3.691,16.6632,6841.0,2.97
2840.01,1.532427,2.351,19.4762,5957.0,1.11
2849.01,2.9510628,3.404,13.623,6370.0,1.39
2850.01,6.6329154,0.598,7.47324,4608.0,0.88
3125.01,6.7565519,3.442,12.7591,5972.0,1.64
3396.01,6.4700007,5.6018512,22.0947602,6819.0,1.7676899
3403.01,11.2205176,3.7193393,17.0919218,6764.0,1.60322
3406.01,2.623354,2.845,16.3338,6437.0,1.69
2862.01,11.4874782,4.063,15.5181,5958.0,1.22
2868.01,9.3803217,4.508,12.1477,5817.0,1.27
3133.01,4.0902788,3.584,13.9755,6130.0,1.95
3148.01,4.2814436,0.868,10.6824,5097.8,1.36
3416.01,2.3626917,2.938,14.4588,8360.0,1.62
3682.01,3.3462671,3.625,12.1727,5501.0,1.91
3683.01,1.3697115,1.951,20.6045,7321.3,2.15
3684.01,3.105654,1.999,17.6225,6241.0,1.44
3689.01,2.4145007,2.272,15.7019,6391.0,1.67
2876.01,6.2996307,1.918,9.36407,5137.0,0.92
3154.01,4.0333818,4.414595,13.1197,6347.3,1.73
3162.01,1.5755252,3.5874714,21.7284649,6560.0,2.1970401
3164.01,1.7765395,1.258,16.6,6394.0,1.28
3165.01,2.5433707,3.2214112,29.0069132,6748.0,1.12503
3433.01,2.7765784,2.076,6.07883,4348.2,0.78
3437.01,4.9873145,2.3425677,12.4458895,6199.0,0.87414
3439.01,5.9349921,1.423,13.8526,5320.0,1.13
344.01,6.0672187,3.0803438,9.4901642,6149.0,1.0793999
3705.01,1.9025032,1.6652986,11.3732439,5464.2,1.02592
3708.01,7.27299,4.323,13.3662,5400.0,1.13
2892.01,14.9502738,4.464,15.1651,5068.0,0.79
2893.01,10.3629429,3.168,7.36873,5467.0,0.96
290.01,21.05271,4.91,36.6999,5736.0,1.73
3169.01,4.4814049,1.689,13.8048,6232.0,1.37
317.01,3.3262977,2.9439229,14.7729343,5391.0,0.947585
4462.01,4.9133022,5.159,9.33912,5918.0,2.06
4466.01,5.0141991,4.5606871,13.4911728,6669.0,1.69675
4698.01,4.2333233,2.325,12.5093,5696.0,1.14
4699.01,10.1766089,4.474,11.0026,5452.0,1.19
4707.01,0.4709937,0.336,14.5973,6719.0,1.47
4255.01,2.5057108,1.962,12.9673,8330.0,2.26
4485.01,7.3405675,3.2557004,16.7317044,5828.81,1.4372801
4714.01,7.9144674,3.114,14.5746,5431.0,1.0
4717.01,4.1583367,3.043,16.0152,8131.7,1.55
4724.01,3.572359,2.731,3.43709,5730.0,0.92
4000.01,3.7027104,3.572,21.058,7493.0,1.9
4499.01,3.4902115,2.449,2.05978,6111.0,1.09
4499.02,5.5387718,3.163,2.07738,6111.0,1.09
4730.01,4.0681112,3.284,9.75584,7070.0,1.78
4731.01,1.4553693,1.236,13.4308,6344.5,1.25
4734.01,6.2356356,5.544,9.02698,5854.0,1.76
4742.01,4.1034672,2.918,10.5038,6753.0,1.27
4021.01,5.1175439,1.483,12.6029,6429.0,2.07
4280.01,3.518972,3.21,13.7987,5972.0,1.16
4743.01,6.2185453,3.122,19.4459,7968.0,2.14
4745.01,4.413935,2.604,13.3105,5972.0,1.28
4747.01,5.2192426,2.45,3.8343,5688.0,0.99
4755.01,22.7273078,2.485,19.0824,6243.0,1.98
4028.01,3.9589142,2.42,15.2242,5963.0,1.22
4044.01,4.1508803,2.256,8.31799,4460.0,0.73
4293.01,1.6242109,2.273,14.9916,5705.0,1.06
4298.01,722.2619756,7.7126298,2.7207078,5857.0,1.22059
4515.01,15.2664658,2.6673792,12.2663968,5420.82,0.874078
4524.01,0.9260632,1.035,1.67736,5640.0,1.11
4766.01,1.9326573,1.6191056,10.5088307,4909.0,0.861743
4770.01,1.9491813,3.119,15.8333,6472.0,1.36
4775.01,2.4732088,2.244,15.4982,6643.0,1.87
4777.01,2.9588764,2.682,14.8585,6041.0,1.13
4047.01,4.5029619,4.169,9.44788,8103.0,1.77
405.01,1.7560902,1.763,7.52118,6249.0,1.29
4306.01,2.7299049,0.8257288,1.3513606,2887.0,0.155498
4307.01,32.696666,4.428309,1.3159881,6079.16,1.09843
4307.02,4.6545798,3.1445137,0.5531037,6079.16,1.09843
431.01,12.4610086,3.3195777,3.2809492,4891.0,0.726632
431.02,0.4900589,1.0123328,1.4741529,4891.0,0.726632
4534.01,2.849282,1.907,4.75272,4279.0,0.74
4535.01,4.0984741,2.323409,14.8366922,5198.0,1.0639499
4817.01,3.190373,2.684,12.0669,3722.0,0.6
4819.01,1.5889429,1.183,14.0293,5150.0,0.8
4820.01,27.1358856,4.11505,10.9270095,6315.0,1.33332
4821.01,5.469359,2.119,12.6725,7182.0,1.61
4822.01,4.4712213,3.771,15.8899,7586.0,1.71
4069.01,2.7240303,1.649,10.9383,5366.0,0.93
4316.01,20.2730282,3.651,10.4386,5742.0,0.86
4317.01,358.2825093,4.1416672,3.8800495,4354.29,0.865987
4322.01,13.4190972,5.209244,2.4168515,5914.2,1.20531
4544.01,8.2000875,2.4601181,2.7997542,4865.6,0.793476
4553.01,20.3129649,7.1852402,10.8026737,6490.0,1.4658999
4779.01,10.7490194,2.256,11.4707,5424.0,1.14
478.01,2.921685,3.17791,19.091127,6332.0,1.37266
4788.01,4.3930669,2.33,14.0261,6328.0,1.32
479.01,2.7817379,2.1508237,12.6841023,5600.0,1.02095
4085.01,2.8285323,2.7144158,10.3779772,5257.0,1.02586
409.01,6.7992776,1.58,1.09621,4913.8,0.73
4092.01,7.495973,5.366,12.6471,5667.0,1.41
4330.01,3.3513304,2.739,17.7728,4886.0,8.71
4331.01,2.9034242,2.154,6.62177,5992.0,2.25
4332.01,5.4468377,3.303,4.39864,6793.0,1.68
4339.01,1.2540806,1.3435517,10.3493319,3455.0,0.399724
4560.01,3.7634028,2.5259027,2.4144238,6491.0,1.89742
4804.01,5.0648401,3.009,8.28506,6675.0,2.62
4103.01,12.2740928,3.532,12.7514,5674.0,1.05
4346.01,3.9077116,9.5278364,1.5722799,3917.0,0.64011
4347.01,35.3573239,6.8669784,4.0299536,7607.0,1.56285
4350.01,4.8759656,3.3372737,1.4450569,5937.0,1.1487499
4352.01,11.8918633,4.78248,1.692303,5461.0,0.834552
4574.01,0.768988,0.512,2.01326,3734.0,0.54
4833.01,3.6520005,3.638,12.1216,7194.0,1.69
4113.01,22.1575175,3.374,2.17495,5174.0,0.79
4117.01,25.0930011,5.5344286,10.3058363,5775.0,1.33728
4119.01,5.201975,1.175,9.15316,4950.0,1.18
4121.01,2.8622679,2.646,18.4047,7167.0,1.49
4357.01,1.8141215,4.6006154,1.3180464,5789.58,1.12713
4367.01,2.5025812,2.771,4.90076,5603.0,0.91
4595.01,3.7705865,3.9149764,15.822462,5897.0,1.38188
4596.01,4.1194175,2.057,2.68492,5598.0,0.98
3862.01,1.5574603,1.272,6.15317,5564.4,0.93
