transit_id,pl_period,pl_transit_duration,pl_radius,st_eff_temp,st_radius
K00584.01,9.9267215,3.8428,2.76,5475.0,0.982
K00584.02,21.22349325,4.9416,2.63,5475.0,0.982
K00584.03,6.47027706,3.343,1.15,5475.0,0.982
K00437.01,15.84132627,1.8215,16.84,5119.0,0.702
K00493.01,2.908453928,2.5363,19.44,5786.0,0.824
K00542.01,41.8854433,6.763,3.28,5735.0,1.028
K00542.02,13.81733587,4.261,2.04,5735.0,1.028
K00598.01,8.30783912,3.1516,2.15,5320.0,0.786
K00598.02,34.0963441,3.896,1.71,5320.0,0.786
K00599.01,6.45442931,2.6772,2.48,6092.0,0.943
K00600.01,3.595769013,3.1569,2.39,5762.0,1.196
K01613.03,20.605501,3.793,0.85,6099.0,1.308
K00543.01,4.302139338,2.0289,2.46,5041.0,0.857
K00543.02,3.137845914,1.91,1.5,5041.0,0.857
K00591.01,2.9926465,1.81,0.89,5718.0,0.863
K01815.02,1.74610057,1.299,1.24,4854.0,1.749
K00548.01,21.30020491,4.0852,2.99,6008.0,1.168
K00549.01,10.29767658,6.649,39.14,5671.0,1.608
K00446.01,16.70920628,2.7052,2.27,4621.0,0.668
K00446.02,28.55158187,4.1502,1.97,4621.0,0.668
K00549.02,0.635587392,4.7,28.58,5671.0,1.608
K00929.02,2.85188338,2.666,1.23,6123.0,1.107
K00450.01,27.04627886,2.666,3.54,6332.0,0.915
K00504.01,40.606895,5.756,2.67,5538.0,1.027
K00555.01,3.701765401,2.6061,1.63,5252.0,0.898
K00555.02,86.4943704,7.471,3.07,5252.0,0.898
K00508.01,7.930583519,3.6083,3.05,5674.0,1.032
K00556.01,9.50150926,6.852,25.77,5938.0,0.908
K00070.01,10.854095934,3.7768,2.99,5465.0,0.925
K00508.02,16.6658994,4.1934,2.85,5674.0,1.032
K00563.01,15.28467725,6.0768,2.7,5763.0,1.374
K00564.01,21.05349939,7.1605,2.75,5751.0,1.247
K00564.02,127.905412,14.475,8.03,5751.0,1.247
K00564.03,6.21716039,4.4289,1.81,5751.0,1.247
K00403.01,21.05647572,1.238,5.05,6156.0,1.118
K02174.04,3.01609637,1.57,0.96,4245.0,0.637
K00566.01,25.85499978,3.8737,2.4,6122.0,0.964
K04772.03,39.0930875,5.687,2.99,6072.0,1.193
K00070.02,3.696121272,2.463,1.78,5465.0,0.925
K00409.01,13.24931848,4.4859,2.86,5799.0,1.078
K04846.02,32.526674,6.842,1.26,5668.0,0.868
K00471.01,21.34736612,4.184,3.2,5395.0,1.071
K00471.02,7.81100952,3.231,1.36,5395.0,1.071
K00518.01,13.98177862,2.958,2.09,4859.0,0.651
K00518.02,44.0003975,5.1115,1.56,4859.0,0.651
K00518.03,247.354914,8.677,2.29,4859.0,0.651
K00070.03,77.6114427,7.1786,2.59,5465.0,0.925
K00572.01,10.64021008,5.4381,2.87,6112.0,1.233
K00572.02,4.93883135,4.388,1.44,6112.0,1.233
K00629.01,40.6992062,7.074,3.2,6419.0,1.362
K00682.01,562.1725914,9.8841,10.9,5589.0,1.289
K00636.01,12.011661094,3.77516,55.2,6753.0,2.396
K00548.02,6.0799457,2.706,0.86,6008.0,1.168
K00643.01,1.376384817,1.745,1.47,5278.0,0.746
K00736.01,18.79418506,3.2906,2.33,4126.0,0.602
K00736.02,6.73893544,2.813,1.44,4126.0,0.602
K00700.01,30.86436512,2.9557,2.23,5677.0,0.828
K00700.02,9.36059705,3.2069,1.42,5677.0,0.828
K00700.03,14.6672293,3.742,1.21,5677.0,0.828
K00700.04,68.1609897,5.662,1.45,5677.0,0.828
K00649.01,23.44970494,8.6567,2.71,6188.0,1.524
K00651.01,42.55930625,3.0148,5.45,6032.0,0.924
K00654.01,8.59481851,3.254,1.75,5675.0,0.915
K00654.02,10.22215697,1.1939,1.72,5675.0,0.915
K00109.01,6.41496453,3.9015,25.79,6170.0,1.183
K00603.01,2.192009479,2.9453,35.9,5499.0,1.125
K00606.01,3.170626881,2.7189,14.37,6068.0,1.034
K04692.02,7.6720844,3.451,0.72,5972.0,0.807
K00611.01,3.251659087,1.5286,9.83,6367.0,1.087
K00714.01,4.182001885,2.2209,2.46,5328.0,0.865
K00612.01,20.73989406,3.1505,2.11,5132.0,0.77
K00612.02,47.4277116,5.2679,2.33,5132.0,0.77
K07636.01,0.702739679,1.379,0.73,5269.0,0.836
K00668.01,13.779711352,7.63871,47.58,6444.0,2.947
K00619.01,2.879243323,2.6273,21.02,5941.0,0.885
K00720.01,5.69059163,2.557,3.1,5244.0,0.81
K00720.02,10.04157214,2.6577,2.97,5244.0,0.81
K00720.03,18.36974658,2.939,3.58,5244.0,0.81
K00720.04,2.79590004,2.056,1.66,5244.0,0.81
K00676.01,7.972510087,2.9754,3.22,3912.0,0.533
K00676.02,2.453236139,1.6691,2.26,3912.0,0.533
K00625.01,38.13853099,3.8617,68.75,6481.0,2.343
K00680.01,8.600153929,9.0015,26.52,6093.0,3.913
K00009.01,3.719809197,3.5317,87.21,6284.0,2.348
K04064.01,0.759763198,3.083,1.2,5520.0,0.818
K07650.01,0.851678507,2.028,0.85,5403.0,1.029
K04071.01,1.89131005,5.687,6.4,5706.0,1.12
K04078.01,0.597934463,3.1225,23.2,6052.0,0.863
K04149.01,9.54699216,5.063,1.71,6274.0,1.232
K04149.02,14.708641,5.394,1.82,6274.0,1.232
K04080.01,1.061002863,1.962,1.06,5767.0,0.881
K04083.01,4.4697452,5.33,2.43,6102.0,1.125
K07651.01,383.43595,11.059,2.53,5576.0,0.729
K04088.01,0.907943645,1.9144,49.37,6434.0,1.166
K04020.01,0.566803149,1.643,1.93,6147.0,1.096
K04151.01,0.89486317,2.657,1.19,5764.0,0.863
K02303.02,8.93484887,2.579,1.83,6688.0,1.347
K04022.01,4.85819429,5.356,2.04,6109.0,2.326
K04023.01,119.0192648,8.1,4.44,5754.0,0.905
K04162.01,0.53936593,5.434,9.19,6341.0,5.302
K04099.01,4.95060632,1.719,1.28,5431.0,0.717
K04172.01,1.089088292,1.8599,1.28,6194.0,1.069
K04030.01,7.7553808,22.321,22.2,5607.0,0.766
K04043.01,1.6156052,14.55,34.69,6770.0,1.623
K04111.01,1.8913182,4.374,0.9,4476.0,0.633
K07671.01,0.918510251,2.587,1.77,5837.0,2.338
K04050.01,367.95566,21.877,3.62,4723.0,0.696
K04051.01,163.692336,6.853,2.75,4999.0,0.843
K04121.01,198.088873,7.955,3.24,5275.0,0.969
K07673.01,80.769893,4.2,1.87,4965.0,1.708
K04061.01,0.855922327,1.514,0.87,5437.0,0.759
K04131.01,0.936751792,5.658,2.07,7843.0,2.909
K04205.01,1.166960319,1.6823,0.88,5632.0,0.904
K04206.01,0.530959357,2.417,0.69,5325.0,0.75
K04208.01,3.05772668,1.819,1.23,4483.0,0.731
K04276.01,56.644452,16.551,2.44,6237.0,2.295
K04279.01,1.050852976,1.6788,45.89,5780.0,1.0
K04347.01,3.0570982,3.571,0.99,6021.0,0.819
K04352.01,1.8912501,7.648,23.5,4883.0,0.794
K04284.01,2.42803503,3.045,0.85,6609.0,0.974
K04286.01,0.787120016,3.1648,23.81,6112.0,0.787
K02590.02,22.7909233,9.565,1.38,6311.0,1.642
K04426.01,369.13236,10.34,2.14,6282.0,1.449
K04217.01,1.0388961,4.755,114.1,7043.0,1.45
K04358.01,106.957467,7.006,2.4,6075.0,0.969
K04359.01,0.629001455,1.263,0.81,6739.0,2.059
K04360.01,2.71603664,1.744,1.05,6011.0,1.041
K04365.01,55.119831,4.703,1.68,6297.0,1.506
K04365.02,25.6416117,5.5,1.76,6297.0,1.506
K07666.01,0.570953851,0.998,1.01,6238.0,1.145
K04226.01,49.564693,8.54,1.63,5907.0,1.442
K04365.03,75.681309,11.62,1.64,6297.0,1.506
K04302.01,5.53312006,3.486,1.05,6170.0,1.425
K04372.01,6.24564633,2.459,1.06,4858.0,0.707
K07662.01,4.72519164,3.751,3.98,6655.0,3.831
K04239.01,2.17815935,1.839,1.22,6258.0,1.098
K04307.01,160.850075,9.427,3.41,5999.0,1.507
K04308.01,0.720460644,1.7846,37.33,6304.0,1.058
K00612.03,122.0804953,4.054,2.92,5132.0,0.77
K02563.02,6.2614227,4.779,0.81,6384.0,1.121
K04377.01,19.8751355,8.041,2.49,6918.0,2.004
K03043.02,7.2929891,4.053,0.73,5959.0,0.856
K07668.01,2.5093344,1.833,1.47,6278.0,1.081
K04177.01,1.089077224,2.705,1.0,5118.0,0.83
K07663.01,2.31894284,5.321,0.87,5780.0,1.0
K04246.01,6.98472143,2.724,1.19,5839.0,1.227
K00566.03,42.068554,5.723,1.32,6122.0,0.964
K04180.01,1.121634781,1.155,0.6,4518.0,0.72
K02365.02,110.978266,11.312,1.86,5883.0,1.529
K04183.01,0.952378454,3.892,1.46,6963.0,1.375
K04253.01,173.2578372,2.027,117.29,6392.0,1.162
K04395.01,1.920062587,1.437,1.12,5266.0,0.741
K04191.01,13.8452726,2.555,2.34,6845.0,2.324
K04259.01,0.909127736,1.431,0.98,5486.0,0.996
K04260.01,371.63327,14.92,1.83,5802.0,1.59
K04328.01,407.59415,7.3,2.11,6198.0,0.974
K02420.02,5.4675514,3.283,1.07,5557.0,1.151
K07689.01,1.01530474,8.7622,64.77,6428.0,1.44
K04264.01,0.888478095,1.5312,1.51,5553.0,0.806
K04399.01,42.1003351,1.0834,1.42,5595.0,0.82
K04197.01,1.33258458,3.222,1.25,6384.0,1.086
K04269.01,26.6565737,4.954,4.15,5159.0,3.062
K04269.02,4.4408541,8.083,1.74,5159.0,3.062
K04338.01,10.78438513,1.408,75.04,5575.0,3.515
K04406.01,0.519437968,2.129,20.48,6181.0,1.006
K07684.01,10.2239787,1.814,24.43,4673.0,16.823
K04272.01,1.21475168,6.93,5.5,6732.0,3.276
K04273.01,17.3731821,3.36,1.31,6180.0,1.54
K04619.01,62.366706,4.32,1.88,6749.0,1.9
K04692.01,1.42856815,2.132,0.64,5979.0,0.822
K03194.01,10.81315417,1.275,1.46,6380.0,1.46
K04550.01,140.251943,6.576,1.84,4821.0,0.788
K04694.01,19.2527652,4.862,1.24,6258.0,1.046
K07680.01,219.20579,14.5,2.66,6990.0,1.785
K04557.01,5.75651958,2.309,0.83,6208.0,1.024
K04492.01,0.63938062,1.2067,51.53,6607.0,1.204
K04634.01,4.02745396,1.33,0.98,6174.0,1.041
K04705.01,1.4733245,1.406,1.03,5751.0,0.921
K04706.01,101.952048,5.991,1.31,6210.0,1.054
K07681.01,6.05552018,2.818,0.92,5352.0,0.805
K04563.01,54.333582,10.545,1.7,5500.0,1.221
K04636.01,122.749053,8.342,6.13,5619.0,0.976
K04709.01,3.70858595,1.94,1.33,5420.0,0.771
K04497.01,6.83006228,3.315,1.09,5807.0,0.8
K04567.01,14.74426,8.168,8.1,6146.0,0.987
K04568.01,0.933747395,4.798,1.24,5574.0,2.174
K07682.01,58.873429,17.487,76.18,7078.0,1.568
K04641.01,119.72007,9.48,1.26,5963.0,1.176
K04643.01,5.59346375,1.668,1.43,5874.0,0.933
K04644.01,3.44928111,1.424,1.23,5119.0,0.781
K04715.01,53.285584,6.492,1.44,6015.0,1.057
K04719.01,365.13981,4.46,1.86,5610.0,0.815
K04513.01,3.91794676,2.549,0.94,5500.0,0.87
K04727.01,1.215181097,1.295,0.87,6717.0,1.365
K04729.01,3.74779583,3.157,1.06,6341.0,1.111
K04730.01,9.07829171,0.783,3.69,5086.0,1.611
K04731.01,0.91842238,5.664,16.07,5288.0,0.74
K04449.01,5.00749378,2.898,1.68,5242.0,2.243
K04519.01,148.568877,4.399,5.97,5814.0,2.985
K04520.01,9.3335486,6.643,1.69,5354.0,1.863
K04593.01,0.981399749,0.5051,1.21,6038.0,0.898
K04594.01,0.643007769,0.69,0.35,3925.0,0.421
K04458.01,358.818895,2.503,2.66,6056.0,0.918
K07683.01,0.913244995,0.4931,0.77,5923.0,1.049
K04598.01,0.824180121,2.839,17.8,5977.0,0.883
K04601.01,7.94004281,3.282,0.98,6278.0,1.081
K04465.01,2.21701025,2.148,1.16,7524.0,2.092
K04606.01,2.44926655,2.988,0.76,4840.0,0.749
K04675.01,2.17812826,2.601,0.81,5426.0,0.805
K04469.01,0.894172544,0.8302,0.68,4982.0,0.736
K04538.01,9.25801294,2.854,1.73,6200.0,1.834
K04608.01,0.93479255,4.5838,24.75,6018.0,1.053
K04611.01,1.67495622,2.994,0.77,6323.0,1.263
K04680.01,54.0812235,6.279,1.54,5757.0,0.762
K04471.01,0.942997994,1.1658,1.56,4499.0,0.693
K04472.01,0.566796775,5.471,0.61,3453.0,0.358
K04474.01,16.473474,4.201,1.63,5364.0,0.754
K04904.01,3.5944891,2.557,0.98,5523.0,1.046
K07712.01,4.8302364,7.983,1.06,5086.0,2.247
K04909.01,1.65320144,1.525,0.74,4544.0,0.661
K03301.01,20.7106368,2.693,1.12,5631.0,0.901
K03302.01,69.3788597,3.807,2.07,5806.0,0.874
K04772.01,3.38080537,3.275,1.69,6072.0,1.193
K03214.01,11.49500229,7.602,1.53,6033.0,1.788
K04842.01,283.72675,15.49,1.18,6496.0,1.257
K03224.01,3.43861067,1.264,1.01,5383.0,1.401
K03304.01,13.5437884,5.7076,32.21,5463.0,0.794
K03307.01,10.5071781,2.68,1.41,5290.0,0.865
K04772.02,9.0194714,5.92,1.07,5775.0,0.768
K04846.01,19.254536,4.754,1.32,5668.0,0.868
K00279.03,7.5143967,4.865,0.96,6206.0,1.573
K04777.01,0.824000125,0.855,0.42,3396.0,0.28
K03239.01,1.070982122,1.255,0.98,5717.0,1.433
K03312.01,18.0939004,3.294,1.91,5904.0,0.867
K03315.01,31.1748311,3.79,1.31,6086.0,0.921
K04781.01,367.73299,10.158,2.1,6225.0,0.931
K03241.01,8.21429932,3.099,1.66,6277.0,1.869
K03326.01,14.77820911,5.395,44.48,6258.0,1.046
K03327.01,15.60862948,6.6957,39.42,5569.0,0.829
K04788.01,2.17811908,1.468,0.8,6039.0,0.921
K04861.01,29.1206519,2.89,1.6,5671.0,0.788
K07715.01,25.8616058,7.78,1.12,6067.0,0.884
K03208.01,2.131660527,1.8585,0.56,5849.0,0.997
K04864.01,5.66494448,4.173,0.78,5888.0,1.13
K03255.01,66.6504521,5.744,1.56,4550.0,0.679
K03256.01,55.7002642,4.285,1.18,4267.0,0.67
K03320.01,85.0624157,4.6964,21.26,5223.0,0.875
K04794.01,24.5041103,6.065,1.03,5250.0,0.962
K04870.01,1.12401084,3.052,0.61,5941.0,0.911
K03218.01,1.21374652,3.371,0.59,6238.0,1.049
K03259.01,72.9332762,3.829,2.45,5316.0,0.902
K03261.01,12.27057043,3.002,1.67,6075.0,0.969
K03263.01,76.87935893,2.3819,7.71,3638.0,0.436
K07707.01,0.559517155,0.596,1.04,6462.0,1.309
K04732.01,0.580725004,2.071,0.85,5471.0,0.841
K04807.01,0.969824139,0.783,0.49,5780.0,1.0
K04810.01,115.238544,7.653,3.17,5589.0,1.037
K04885.01,9.33955596,2.058,2.67,5516.0,1.101
K03271.01,19.5489666,1.78,1.89,5549.0,0.732
K03271.02,7.41834569,2.462,1.12,5549.0,0.732
K04744.01,3.39155966,3.87,0.49,5896.0,0.914
K04814.01,1.33254897,3.083,32.84,4894.0,13.777
K04815.01,18.3721835,3.738,1.12,5937.0,0.83
K04746.01,0.98041685,0.919,0.75,4861.0,0.722
K04748.01,6.64754478,1.961,1.72,6046.0,1.007
K07710.01,1.23517588,5.476,1.59,5780.0,1.0
K04818.01,3.79892774,4.112,1.46,6831.0,2.106
K04893.01,6.58753699,2.043,1.51,6014.0,0.993
K07723.01,357.82544,9.12,1.7,6131.0,1.312
K03280.01,47.1607932,4.003,2.58,5936.0,0.965
K03203.01,96.81647,10.227,3.19,6404.0,2.467
K04822.01,3.51413723,3.919,0.69,6201.0,0.989
K04824.01,0.821472455,2.433,0.92,4889.0,0.836
K03287.01,51.1104797,7.712,1.6,5968.0,0.881
K03289.01,29.8042694,3.107,24.73,5223.0,0.827
K07699.01,1.003049079,7.9657,42.5,5775.0,0.844
K04900.01,6.6716723,2.693,1.27,6086.0,1.021
K04902.01,409.38645,13.78,1.78,4955.0,0.799
K03293.01,25.95198823,14.602,39.94,6363.0,1.035
K03502.01,12.4261177,28.5357,3.8,5713.0,0.851
K03505.01,30.9604688,14.992,89.18,5367.0,3.558
K07717.01,1.041619932,8.1218,30.94,5838.0,0.991
K01613.02,94.094392,10.833,0.9,6099.0,1.308
K03436.01,44.2018402,4.949,1.14,5002.0,0.753
K03506.01,12.62530918,3.163,87.2,6878.0,1.844
K03594.01,17.72722648,4.1376,35.18,6021.0,0.895
K03595.01,100.40132734,9.7436,26.0,5903.0,1.1
K03597.01,1.219034103,2.4494,40.46,5914.0,1.271
K03440.01,33.0257179,6.032,2.21,5819.0,0.99
K03441.01,25.366990665,5.9556,56.02,6208.0,1.024
K03516.01,24.0612744,19.9438,83.77,6461.0,1.138
K03599.01,6.30828538,2.48633,29.34,5069.0,0.78
K03522.01,241.07074582,9.88863,76.53,9414.0,2.777
K03523.01,106.17593813,10.4168,54.91,6038.0,1.141
K03525.01,6.282033445,8.3777,144.85,6074.0,0.976
K07780.01,5.3360574,3.877,1.52,6742.0,2.032
K07749.01,133.6348207,1.584,1.89,5202.0,0.918
K03609.01,2.995357359,6.57901,112.12,5949.0,1.94
K03459.01,13.2226149,4.337,1.75,5931.0,0.863
K01750.02,2.53742164,1.563,0.93,5447.0,0.917
K03538.01,313.09275066,14.3447,47.52,5067.0,0.673
K07782.01,0.566813677,2.458,0.77,6106.0,0.966
K03539.01,157.32263943,21.9232,56.66,6109.0,0.989
K03540.01,9.53040216,5.95809,60.49,5501.0,0.912
K03629.01,1.922862476,3.4594,70.65,6408.0,1.303
K03394.01,15.5764061,5.382,1.79,6214.0,1.076
K03395.01,10.00506974,3.481,1.11,5912.0,0.924
K03542.01,3.012476415,3.31903,58.77,6015.0,1.088
K03397.01,35.8754482,3.972,2.35,6559.0,1.218
K03550.01,2.148219541,2.94091,49.6,4694.0,0.672
K03622.01,3.125821128,2.2163,110.58,6137.0,2.852
K07739.01,6.6751871,2.372,1.09,5774.0,0.818
K07756.01,0.94102954,4.415,1.41,5766.0,2.409
K07757.01,10.828825742,0.7275,0.76,5862.0,0.785
K03409.01,11.08260553,6.23,7.34,5125.0,2.196
K03559.01,47.189437,11.555,66.71,5458.0,0.972
K03341.01,27.0965146,8.42,2.13,5775.0,1.352
K03341.02,11.5474983,6.684,1.48,5775.0,1.352
K03417.01,91.078624,10.304,3.26,5915.0,1.008
K07732.01,0.759768478,2.824,0.64,5481.0,0.815
K03348.01,36.4337867,4.388,2.2,5566.0,1.099
K07733.01,1.048130894,5.6707,4.52,7673.0,3.214
K03493.01,46.7162336,7.259,2.03,5856.0,1.092
K03352.01,10.35857039,2.577,1.68,5893.0,1.02
K07762.01,8.5073512,2.266,1.38,5914.0,0.955
K03356.01,26.0841212,6.141,1.35,6083.0,0.835
K03429.01,15.8283833,3.643,1.8,5596.0,1.145
K03429.02,8.74192361,4.235,1.94,5596.0,1.145
K03429.03,26.936878,4.969,1.57,5878.0,0.998
K03587.01,1.036592635,2.40749,463.05,4884.0,8.747
K03360.01,91.4999978,19.5818,21.86,5263.0,0.774
K03362.01,30.47639859,17.9728,43.01,5913.0,0.787
K03670.01,2.64830047,2.6395,126.54,4839.0,9.278
K03824.01,0.916326699,3.1427,50.7,6046.0,0.972
K03899.01,0.7967202,4.25304,56.89,5780.0,1.0
K03901.01,160.130899,13.775,6.67,6092.0,1.759
K03750.01,1.507101452,5.2005,39.32,5884.0,0.876
K03825.01,2.845746618,13.0719,135.99,5641.0,1.776
K03828.01,8.58965725,8.9793,27.86,5697.0,0.892
K03906.01,2.406574511,3.4382,26.22,6167.0,1.107
K03830.01,1.031100362,2.9759,27.35,5666.0,0.752
K03831.01,0.597933142,3.47133,63.46,5780.0,1.0
K03911.01,1.79110997,2.0917,1.29,6040.0,0.999
K03913.01,0.582895412,1.0528,5.87,6263.0,1.009
K03688.01,2.119107262,7.5384,77.23,6381.0,1.423
K03762.01,240.7990472,16.666,10.31,5758.0,1.385
K07811.01,0.566814046,4.049,0.56,5724.0,0.827
K03926.01,0.831741499,2.297,41.62,6343.0,1.14
K07801.01,2.21396079,3.452,0.87,4922.0,0.823
K03847.01,5.26641416,2.4404,2.62,6338.0,1.602
K03917.01,0.695954898,1.469,2.58,6737.0,1.425
K03923.01,158.3226379,2.1881,25.41,4340.0,0.572
K03704.01,1.523298835,5.9083,38.95,5311.0,0.866
K03858.01,3.204222652,2.7952,23.55,5139.0,0.741
K02098.02,89.7224125,10.963,2.21,6429.0,1.262
K01986.02,7.12766417,2.491,1.21,5159.0,0.821
K03863.01,53.556625,16.18,26.31,7643.0,3.618
K03631.01,2.682767439,4.58143,70.67,5780.0,1.0
K03632.01,3.711012492,3.3394,46.24,6141.0,1.117
K03709.01,205.5833309,6.0353,42.69,6328.0,0.915
K03789.01,2.347479696,26.25,60.5,5891.0,1.138
K03790.01,0.890745373,1.9215,36.92,5780.0,1.0
K03792.01,2.723858181,1.4313,7.13,4416.0,0.733
K03865.01,3.255189932,2.7117,1.39,5807.0,1.256
K03867.01,0.938750221,1.3568,1.46,5497.0,0.886
K01992.02,27.3214242,4.836,3.61,5592.0,1.451
K07806.01,0.566793534,4.714,122.64,3420.0,138.056
K03797.01,7.50023955,2.916,21.06,5849.0,0.919
K03873.01,63.3278636,47.0744,54.17,4919.0,5.198
K03644.01,1.471060209,4.3708,165.15,8749.0,2.911
K03799.01,1.327471395,5.2334,7.08,5232.0,0.777
K03726.01,115.9943364,2.4136,13.66,4530.0,0.735
K03727.01,0.623441636,1.46001,29.19,5319.0,0.654
K03805.01,56.6993107,7.0706,539.16,4727.0,13.547
K03655.01,2.897436854,3.2833,64.69,5780.0,1.0
K03809.01,1.674690886,2.0179,29.78,6397.0,1.157
K02078.02,161.515617,6.548,2.88,4243.0,0.641
K03733.01,31.43284649,5.3541,57.21,5780.0,1.0
K03815.01,4.7425521,1.11,7.27,6161.0,1.053
K02027.01,3.635723653,2.1862,1.23,6422.0,1.295
K01859.01,45.3968385,4.477,21.23,5649.0,0.705
K02088.01,2.63009438,11.226,25.55,6338.0,1.091
K03965.01,12.425580393,57.2012,21.34,4594.0,0.743
K02322.01,332.74984,14.77,2.55,6372.0,1.112
K02359.01,3.17275711,5.404,1.27,5058.0,0.739
K01673.01,2.49047468,2.2003,1.53,6067.0,0.997
K01785.01,1.219034472,2.151,9.82,5833.0,1.192
K01954.01,7.37339245,2.883,13.73,6484.0,1.093
K01795.01,2.972047661,1.198,24.74,4491.0,0.711
K02391.01,0.93374232,6.552,18.29,5553.0,0.806
K02396.01,0.495434094,1.2496,1.57,5529.0,0.936
K02480.01,0.66682654,0.7847,1.49,3993.0,0.554
K01689.01,1.507761203,3.096,31.77,5069.0,0.818
K01694.01,3.690317047,1.3784,20.23,6120.0,1.054
K01896.01,1.854493861,4.2367,29.39,5431.0,0.843
K02663.01,9.88736642,4.23,0.68,5693.0,0.816
K02742.01,0.789160884,0.9268,0.91,4258.0,0.622
K03983.01,5.14072621,27.24,19.28,5751.0,1.035
K03986.01,9.60853601,3.672,31.99,6377.0,1.158
K01703.01,3.17463577,10.988,9.32,5999.0,0.996
K01719.01,1.332561398,4.103,2.16,6468.0,1.602
K07853.01,364.14397,15.37,2.2,6039.0,0.951
K01774.01,2.368173896,2.346,10.92,5944.0,0.991
K02793.01,4.49686066,1.7306,1.93,3698.0,0.444
K01636.01,2.61841046,3.304,1.12,5912.0,0.82
K02591.01,0.755109106,2.967,0.85,5452.0,0.815
K02599.01,25.3239215,70.405,19.02,5128.0,0.668
K02612.01,4.61225043,2.695,0.51,5495.0,0.961
K03992.01,0.73094701,4.223,15.83,5767.0,0.837
K03999.01,3.43525124,4.509,25.43,5854.0,1.742
K01949.01,0.993488979,1.9694,17.9,5811.0,0.998
K02860.01,103.4269873,5.03,3.16,6208.0,1.024
K04003.01,1.89129881,5.294,0.86,5806.0,0.893
K04005.01,178.139072,9.654,2.25,5431.0,0.879
K01772.01,120.00336404,3.3803,15.08,4315.0,0.668
K01903.01,1.540395781,1.6305,0.94,4955.0,0.735
K03934.01,1.92149487,1.891,79.14,6831.0,2.247
K03935.01,1.093665854,1.4399,1.29,5845.0,0.874
K02172.02,116.583183,5.8,2.91,5738.0,0.981
K04009.01,175.13892,10.767,3.06,5497.0,1.241
K07844.01,1.302061421,1.8238,92.86,7757.0,2.783
K03938.01,5.59187448,1.6782,104.18,3915.0,58.325
K03940.01,14.53682228,3.195,73.15,4946.0,5.855
K07833.01,172.820248,7.343,2.22,6174.0,0.939
K02240.01,63.909601,11.85,0.76,5227.0,0.643
K03941.01,1.061935973,3.3177,24.17,6274.0,1.062
K00266.01,25.30893566,5.7704,1.77,5949.0,1.292
K01956.01,2.759573341,6.999,6.42,5640.0,0.863
K02270.01,7.35390869,2.061,2.29,6385.0,2.327
K03950.01,2.189092892,5.1128,33.45,6106.0,0.966
K03951.01,2.40435335,4.07,3.05,6103.0,3.358
K01611.01,41.077590334,6.20583,23.2,4451.0,0.62
K01817.01,63.934965,12.71,44.59,5209.0,1.595
K01951.01,37.3228722,7.2146,35.34,4907.0,19.53
K01752.01,16.6094904,3.189,1.82,6047.0,1.05
K02284.01,2.69787749,1.915,1.5,5609.0,1.348
K07836.01,471.65421,3.456,4.11,6061.0,1.653
K02065.01,80.2321467,4.656,3.24,5436.0,0.888
K03959.01,1.332567005,6.3373,27.36,6388.0,1.223
K03962.01,0.697996932,4.3323,28.06,5176.0,0.695
K03963.01,6.63449721,22.982,85.25,6487.0,2.817
K02612.02,7.57299816,2.645,0.53,5495.0,0.961
K01871.02,32.376183,4.4639,2.26,4580.0,0.675
K03006.01,0.998212785,2.489,1.1,6072.0,0.988
K03016.01,0.710894157,1.0183,1.16,5862.0,1.049
K03094.01,4.5770016,0.949,1.33,3805.0,0.497
K01599.02,13.6164547,5.175,22.29,5823.0,0.972
K02793.02,1.766789509,1.3345,1.4,3698.0,0.444
K05149.01,43.681309,12.37,1.33,5726.0,0.829
K05151.01,26.1537851,1.802,1.47,6091.0,0.967
K05275.01,3.781123,8.15,1.16,6318.0,1.216
K03376.01,29.9756697,2.987,1.84,5893.0,0.986
K05033.01,127.671711,2.637,5.52,4985.0,2.633
K05157.01,0.782068488,1.239,21.02,4475.0,20.237
K05284.01,389.316341,5.49,27.61,5731.0,0.958
K03781.01,2.882424694,25.91,399.44,4705.0,8.058
K05040.01,29.6094263,2.71,2.87,6079.0,1.783
K05041.01,22.9138322,4.855,30.24,6154.0,1.334
K05043.01,65.5327181,2.256,1.79,5755.0,0.923
K05167.01,396.349253,2.685,2.39,6495.0,1.168
K05290.01,435.50635,34.16,2.06,5750.0,0.882
K04925.01,2.96384168,5.4768,43.7,6095.0,1.158
K05172.01,12.4276185,18.56,1.14,5869.0,0.942
K05174.01,22.4932751,3.172,6.04,5186.0,4.98
K05298.01,1.195515364,6.08509,156.91,6047.0,2.264
K04929.01,18.622214,4.42,20.83,6235.0,2.471
K04930.01,27.8923345,2.204,2.1,5873.0,1.78
K05059.01,646.28789332,5.39144,43.47,6582.0,1.777
K05180.01,2.362348096,3.5979,89.55,5088.0,3.293
K05308.01,9.942228056,2.45451,22.15,5268.0,0.843
K05310.01,22.2903562,1.623,1.13,5597.0,1.0
K05065.01,523.36921,1.007,17.45,6397.0,0.913
K05192.01,50.55398,6.159,0.94,4895.0,0.687
K05329.01,200.2350497,23.612,10.99,6108.0,0.997
K04951.01,1.89125883,4.656,23.6,4449.0,14.894
K05069.01,362.1273,6.719,1.68,3734.0,0.513
K05200.01,357.77096,12.999,1.42,5523.0,0.981
K05082.01,379.63135,16.78,1.67,4847.0,0.527
