transit_id,pl_period,pl_transit_duration,pl_radius,st_eff_temp,st_radius,ra,dec,source,isPlanet
K02212.01,17.14648756,4.2354,3.64,5559.0,1.412,290.04327,47.25798,Kepler,1
K02290.01,91.500873,4.842,1.82,5051.0,0.706,296.85101,50.698929,Kepler,1
K02365.01,35.9682692,2.839,2.95,5883.0,1.529,292.80865,49.579441,Kepler,1
K02367.01,6.89213244,1.725,1.35,6164.0,1.446,290.87137,45.410301,Kepler,1
K02137.01,14.97436238,2.4461,1.28,5311.0,0.8,299.23694,45.834702,Kepler,1
K02215.01,22.0425953,61.2018,28.78,5974.0,1.26,296.25507,42.53022,Kepler,0
K02216.01,23.34036251,2.054,2.21,5530.0,0.892,287.29251,39.383221,Kepler,1
K02293.01,15.03366411,3.272,1.7,5523.0,0.891,298.45013,44.284012,Kepler,1
K02372.01,5.349791,4.279,1.29,6074.0,1.183,289.48581,50.94416,Kepler,1
K02374.01,5.26211833,3.244,1.95,5587.0,1.309,299.13617,45.86993,Kepler,1
K02374.02,12.1628195,2.3161,3.14,5587.0,1.309,299.13617,45.86993,Kepler,1
K02144.01,38.6715843,5.532,2.45,5432.0,0.913,299.96567,44.160889,Kepler,1
K02146.01,2.949029106,2.0311,1.48,4983.0,0.807,290.91449,42.286579,Kepler,1
K02223.01,1.104462494,1.0458,1.6,5002.0,0.753,290.95355,45.719528,Kepler,1
K02303.01,4.89336495,3.485,1.6,6688.0,1.347,289.74731,39.523453,Kepler,1
K02304.01,11.17392077,3.307,1.64,5911.0,0.914,296.30795,43.82135,Kepler,1
K02078.01,18.78429232,3.1136,2.14,4243.0,0.641,295.25116,45.842972,Kepler,1
K02151.01,7.47763833,2.5693,2.05,5957.0,1.953,300.22519,43.758179,Kepler,0
K02308.01,28.5057217,6.324,2.55,5712.0,0.87,292.23242,38.89222,Kepler,1
K02310.01,16.4581861,1.9637,1.82,5475.0,0.884,294.52545,49.872471,Kepler,1
K02084.01,4.19577385,2.1557,3.02,5229.0,1.005,294.84003,39.085991,Kepler,1
K02160.01,17.6700291,6.693,2.89,5795.0,1.247,295.48123,40.731979,Kepler,1
K02319.01,21.1033014,2.059,1.56,6000.0,1.126,283.75482,45.335178,Kepler,1
K02324.01,1.204686597,0.823,1.55,5780.0,1.0,289.67786,43.458134,Kepler,1
K02166.01,61.6174528,3.816,3.36,5480.0,0.931,293.06335,39.40345,Kepler,1
K02245.01,33.4698571,4.749,2.45,5912.0,1.094,288.82059,39.52282,Kepler,1
K02329.01,1.615357809,1.1435,1.37,3821.0,0.486,292.76993,48.89962,Kepler,1
K00239.01,5.640676975,2.8354,4.59,5794.0,1.216,297.20154,41.730209,Kepler,1
K02098.01,25.0823402,6.423,2.26,6429.0,1.262,284.978,41.420158,Kepler,1
K02172.01,10.44087398,3.743,3.41,5738.0,0.981,295.164,39.201408,Kepler,1
K02634.01,19.9401211,4.283,2.42,5623.0,0.763,286.15015,37.411369,Kepler,1
K02558.01,1.867281146,7.495,31.18,6117.0,1.025,299.41333,40.428478,Kepler,0
K02641.01,3.55557922,3.24,0.84,5839.0,1.082,294.99585,45.119579,Kepler,1
K02563.01,23.4772553,6.735,1.34,6384.0,1.121,288.09564,40.365971,Kepler,1
K02564.01,66.5576728,10.532,4.96,5734.0,3.405,293.57394,45.384541,Kepler,1
K00254.01,2.455240626,1.72722,10.6,3793.0,0.568,292.87289,41.06427,Kepler,1
K02643.01,9.08233411,2.008,1.35,5354.0,0.788,286.60416,42.440319,Kepler,1
K02417.01,47.7052566,5.959,2.89,4551.0,0.672,294.00543,46.310692,Kepler,1
K02420.01,10.41728722,4.125,1.64,5557.0,1.151,288.58835,42.605659,Kepler,1
K02654.01,13.5631157,5.438,1.75,5853.0,0.895,297.33945,46.347252,Kepler,1
K02427.01,2.93101771,2.231,1.15,5485.0,0.788,283.02725,47.249882,Kepler,0
K02580.01,3.11604194,1.7763,1.59,5591.0,0.86,295.35446,48.5154,Kepler,1
K02430.01,10.21507506,3.395,1.5,5406.0,0.95,288.10608,38.659061,Kepler,0
K02656.01,6.77367892,3.579,1.33,6392.0,1.072,296.00543,44.71851,Kepler,1
K02436.01,84.5733346,5.762,2.59,5418.0,0.888,295.62927,44.69062,Kepler,1
K02590.01,11.7489907,4.043,1.01,6440.0,1.655,293.50702,50.450119,Kepler,0
K02519.01,4.790912471,0.5134,2.25,4359.0,0.676,288.9039,39.154209,Kepler,1
K02595.01,9.18244299,4.318,1.24,6194.0,1.314,290.99527,45.192211,Kepler,1
K02595.02,14.6134781,5.266,1.12,6194.0,1.314,290.99527,45.192211,Kepler,1
K02673.01,4.593595496,2.7468,44.14,5717.0,0.884,297.46594,48.089329,Kepler,0
K02597.01,8.00504749,3.32,1.52,6398.0,1.101,296.30197,50.672321,Kepler,1
K02597.02,12.13070414,3.843,1.61,6398.0,1.101,296.30197,50.672321,Kepler,1
K02597.03,5.61357653,2.905,1.41,6398.0,1.101,296.30197,50.672321,Kepler,1
K02598.01,29.2254372,5.293,1.35,6049.0,1.008,292.32419,43.033451,Kepler,1
K02378.01,4.76702759,2.013,1.19,5629.0,0.937,297.46362,48.181412,Kepler,1
K02448.01,13.62801048,3.5374,3.28,5052.0,0.855,284.6062,41.196381,Kepler,1
K02601.01,2.622134451,4.735,1.64,5864.0,1.369,292.99469,43.180672,Kepler,0
K02379.01,40.0088894,3.616,20.75,6237.0,1.023,295.06583,46.466389,Kepler,0
K02381.01,6.58738839,4.758,1.35,5616.0,0.822,291.17999,39.10508,Kepler,0
K02382.01,0.759706632,1.0896,1.38,8621.0,2.094,284.03293,42.168709,Kepler,0
K02455.01,4.74254518,1.023,1.77,6046.0,1.007,286.50739,41.922131,Kepler,0
K02532.01,7.9709719,1.2893,2.27,5237.0,0.826,288.02969,40.344151,Kepler,1
K02389.01,22.9221181,8.2,1.33,5897.0,1.081,291.57898,44.531712,Kepler,1
K02465.01,5.46091846,1.781,1.25,6319.0,0.93,295.78381,43.1824,Kepler,0
K02467.01,5.05661302,3.926,1.15,5926.0,0.939,294.22446,50.075588,Kepler,1
K02400.01,11.6191707,1.819,2.21,5870.0,0.834,299.06168,43.720329,Kepler,1
K02403.01,13.32354078,3.873,1.32,6113.0,1.218,286.62576,37.5373,Kepler,1
K02474.01,176.845697,3.812,42.05,5592.0,0.797,294.39749,44.124199,Kepler,1
K02552.01,3.65690909,2.064,1.32,6078.0,1.271,293.50049,44.932461,Kepler,1
K02629.01,8.59000355,6.68,1.82,5817.0,0.876,298.75491,46.941589,Kepler,0
K02406.01,7.01074295,2.1787,3.76,5814.0,2.476,290.6333,40.13699,Kepler,1
K02481.01,33.8542586,12.689,15.96,4553.0,10.472,294.78235,39.596519,Kepler,0
K02702.01,75.378004,6.744,3.82,5876.0,1.077,297.62936,41.637459,Kepler,0
K02703.01,213.258526,7.768,2.72,4477.0,0.637,290.37631,41.150742,Kepler,1
K02705.01,2.8867624,0.9879,1.24,3483.0,0.389,290.95615,49.366398,Kepler,1
K02767.01,1.28805834,3.419,1.08,5631.0,1.132,291.25308,40.216671,Kepler,0
K02927.01,24.4359956,6.254,2.31,6197.0,1.035,290.54007,41.09304,Kepler,1
K02929.01,10.06478627,2.86,1.49,5438.0,0.82,288.96942,44.359009,Kepler,0
K00277.01,16.23191704,7.461,3.54,5919.0,1.585,291.25018,49.231834,Kepler,1
K02709.01,15.4126766,3.402,2.82,5240.0,0.856,296.54736,39.222542,Kepler,0
K02774.01,2.49432176,2.3269,8.91,5780.0,1.0,294.1062,46.210991,Kepler,0
K02775.01,17.57704569,2.022,27.21,5653.0,0.901,285.09872,41.775921,Kepler,1
K02854.01,0.755111225,3.164,1.38,5780.0,1.0,284.35446,40.723286,Kepler,0
K02855.01,1.400755743,1.0562,1.3,5487.0,1.072,287.19247,39.626148,Kepler,1
K02932.01,3.84933401,2.299,2.12,5984.0,0.906,294.36057,38.948181,Kepler,0
K02780.01,3.35184041,1.9855,1.88,6198.0,1.005,294.29453,50.725368,Kepler,1
K02962.01,2.17291055,2.139,0.93,6164.0,1.045,294.86319,40.007511,Kepler,1
K00277.02,13.84984567,7.2783,1.45,5919.0,1.585,291.25018,49.231834,Kepler,1
K00269.01,18.01164974,6.7367,1.83,6477.0,1.459,287.34573,43.378391,Kepler,1
K02799.01,0.597933473,1.918,1.24,6543.0,1.159,299.07883,40.832291,Kepler,0
K00279.01,28.45489091,8.1593,6.08,6206.0,1.573,295.48651,51.0135,Kepler,1
K02724.01,0.620739667,2.477,29.28,6559.0,1.602,299.50751,40.477428,Kepler,0
K00274.01,15.0896415,4.3349,1.42,6063.0,1.613,282.49222,43.980209,Kepler,1
K02878.01,3.89524296,1.689,1.13,5018.0,0.838,293.79358,40.240929,Kepler,1
K02729.01,14.8877665,4.981,1.96,6143.0,1.116,289.06485,50.460972,Kepler,1
K00270.01,12.58229808,6.375,1.53,5587.0,1.423,293.73282,41.900829,Kepler,1
K02809.01,7.12684695,3.179,1.38,6050.0,0.896,285.98483,43.090912,Kepler,0
K02675.01,5.448321078,2.2213,2.17,5721.0,0.905,292.97125,41.03577,Kepler,1
K02675.02,1.116127169,1.3235,1.0,5721.0,0.905,292.97125,41.03577,Kepler,1
K02812.01,76.6139446,10.22,2.61,6173.0,1.03,291.24518,37.75906,Kepler,1
K02816.01,1.289590179,1.3541,1.38,5467.0,0.808,283.74142,49.067982,Kepler,1
K00274.02,22.8030252,4.768,1.29,6063.0,1.613,282.49222,43.980209,Kepler,1
K00270.02,33.67280658,8.2267,1.86,5587.0,1.423,293.73282,41.900829,Kepler,1
K02899.01,5.77207177,2.605,1.54,5591.0,0.86,295.84747,40.006721,Kepler,1
K02901.01,0.633514386,1.2792,0.81,4330.0,0.618,299.93927,45.83321,Kepler,0
K02691.01,97.4463194,6.765,3.05,4735.0,0.686,289.10992,39.68539,Kepler,1
K02755.01,8.48299282,2.505,0.8,5827.0,0.933,291.57422,38.655949,Kepler,1
K02911.01,12.4258343,28.1171,2.75,6185.0,0.991,297.58987,40.60194,Kepler,0
K02912.01,0.873227249,0.7948,1.68,6341.0,1.111,287.69272,46.366928,Kepler,0
K02914.01,21.1181653,9.734,2.89,6461.0,2.566,281.69159,42.397549,Kepler,1
K02761.01,1.846861455,1.6605,2.23,5591.0,0.86,295.77368,43.671951,Kepler,0
K03007.01,11.1916199,2.1,1.47,5646.0,0.956,283.33533,47.208832,Kepler,1
K00307.01,19.67409703,3.7535,1.78,6023.0,1.031,293.18033,41.61776,Kepler,1
K03012.01,1.086486129,0.8383,1.69,5911.0,2.0,289.32925,42.655811,Kepler,0
K00307.02,5.21104597,3.3447,1.18,6023.0,1.031,293.18033,41.61776,Kepler,1
K00308.01,35.5969684,6.691,3.72,6212.0,1.209,293.92972,41.602871,Kepler,1
K00309.01,1.633107509,1.491,0.53,4579.0,0.684,288.82303,42.542728,Kepler,0
K03018.01,45.1178526,3.737,2.78,5585.0,1.038,296.78445,43.619011,Kepler,0
K03022.01,2.76263737,1.821,1.25,5772.0,0.901,295.58649,49.666851,Kepler,1
K03097.01,11.9216035,5.009,0.87,6006.0,1.082,281.11234,43.227791,Kepler,1
K03097.02,6.80257947,4.608,0.73,6006.0,1.082,281.11234,43.227791,Kepler,1
K03097.03,8.70312154,4.807,0.72,6006.0,1.082,281.11234,43.227791,Kepler,1
K03022.02,5.05368985,2.514,1.21,5772.0,0.901,295.58649,49.666851,Kepler,1
K03099.01,14.0498182,2.907,1.45,4228.0,0.652,297.85632,40.218102,Kepler,0
K03106.01,0.968980781,1.517,1.08,5866.0,1.0,295.34967,45.114552,Kepler,1
K03107.01,8.589562,9.885,15.95,5766.0,0.945,298.71362,46.903118,Kepler,0
K00319.01,46.15119482,6.3427,10.02,5877.0,1.963,290.11752,44.87294,Kepler,1
K03031.01,7.64809462,2.216,1.19,5641.0,0.85,292.22739,42.451969,Kepler,1
K00322.01,5.888835386,3.7988,584.67,5780.0,1.0,290.20993,45.251904,Kepler,0
K00384.01,5.0800579,5.207,3.95,6049.0,2.52,294.14966,38.458271,Kepler,1
K03036.01,161.239891,24.472,3.48,5514.0,0.826,298.97055,40.382729,Kepler,0
K03117.01,6.06664931,1.962,0.87,5569.0,0.892,292.1218,41.927029,Kepler,1
K03119.01,2.184437698,1.0422,0.94,3421.0,0.25,296.58719,40.722988,Kepler,1
K03122.01,8.05337912,5.382,1.28,6231.0,2.062,295.53839,51.202961,Kepler,1
K03040.01,4.8099878,1.97,1.59,5988.0,0.934,289.56802,41.771561,Kepler,1
K03043.01,3.08942807,3.214,1.07,6137.0,1.103,293.43079,46.692089,Kepler,1
K03130.01,14.8638496,2.705,2.9,5159.0,0.8,280.70853,47.32806,Kepler,1
K03130.02,5.65245733,2.062,1.05,5159.0,0.8,280.70853,47.32806,Kepler,1
K03132.01,0.536650319,2.383,1.35,6020.0,2.0,297.32971,46.136089,Kepler,1
K00336.01,19.5148412,3.096,2.8,7004.0,2.556,283.91089,47.787048,Kepler,0
K00279.02,15.4130812,6.6358,2.59,6206.0,1.573,295.48651,51.0135,Kepler,1
K02973.01,5.76556718,3.138,1.66,6218.0,1.072,289.29266,40.270611,Kepler,0
K03140.01,5.68879083,2.55,0.99,4234.0,0.639,296.61725,41.281189,Kepler,1
K00051.01,10.431146765,3.8853,50.44,5780.0,1.0,295.91885,41.332432,Kepler,0
K02978.01,2.61846258,3.505,1.03,4266.0,0.643,299.03448,47.90485,Kepler,0
K03142.01,27.9430245,6.125,2.21,6468.0,1.25,292.80722,38.884232,Kepler,1
K03144.01,8.07394097,2.455,1.59,3675.0,0.398,285.73981,40.980049,Kepler,1
K03145.01,4.53702121,1.813,1.66,4805.0,0.688,290.61798,37.289089,Kepler,1
K03145.02,0.977311489,1.403,1.06,4805.0,0.688,290.61798,37.289089,Kepler,1
K03064.01,1.332562787,6.28,29.1,6091.0,0.967,295.26227,46.78138,Kepler,0
K00052.01,2.98786272,2.5814,17.82,5231.0,0.821,294.97745,38.678352,Kepler,0
K03429.04,44.433726,6.118,1.85,5596.0,1.145,296.19614,45.634331,Kepler,1
K02989.01,6.33125228,2.688,1.31,5383.0,0.759,299.08099,42.018139,Kepler,1
K03066.01,24.2204192,3.271,2.1,5165.0,0.761,294.29004,39.126869,Kepler,1
K00349.01,14.38682567,2.1417,2.54,5725.0,1.072,286.85266,49.261681,Kepler,1
K00350.01,12.99065074,2.3748,2.02,5787.0,1.027,287.86142,49.264462,Kepler,1
K03073.01,7.40985182,1.131,1.18,5462.0,0.836,285.7485,44.632462,Kepler,1
K00300.01,2.976020742,3.73,2.07,5947.0,1.796,290.12018,38.50951,Kepler,0
K00356.01,1.82708193,1.96401,5.95,5311.0,1.769,297.73639,49.63715,Kepler,1
K00358.01,22.845241036,5.3007,30.35,5926.0,1.351,293.91489,50.46933,Kepler,0
K00575.01,24.31574009,4.1344,2.8,6242.0,1.047,292.4274,44.381271,Kepler,1
K04260.03,358.66044,16.732,1.62,5619.0,1.406,286.39584,43.075821,Kepler,0
K00070.04,6.09855603,2.9815,0.84,5465.0,0.925,287.698,42.338718,Kepler,1
K00479.01,34.18884323,5.3278,2.97,5515.0,0.925,283.50726,48.552601,Kepler,1
K00526.01,2.104721971,1.7547,2.89,5703.0,0.975,293.05722,45.551189,Kepler,1
K00580.01,6.521209629,2.7975,2.54,5822.0,0.898,292.22031,44.700031,Kepler,1
K00483.01,4.79860021,3.0384,2.51,5631.0,0.847,286.55103,49.418739,Kepler,1
K00528.01,9.57665962,3.3603,2.88,5386.0,1.076,287.1011,46.896481,Kepler,1
K00528.02,96.6781852,5.6957,3.29,5386.0,1.076,287.1011,46.896481,Kepler,1
K00528.03,20.55280311,2.2013,2.99,5386.0,1.076,287.1011,46.896481,Kepler,1
K04260.04,84.799829,15.21,1.16,5619.0,1.406,286.39584,43.075821,Kepler,1
K00428.01,6.8731664,6.8569,13.44,6490.0,2.179,296.81369,47.526611,Kepler,1
K00070.05,19.5776073,3.382,0.9,5465.0,0.925,287.698,42.338718,Kepler,1
K00533.01,16.54967098,4.3808,2.95,5372.0,0.916,280.64136,47.751942,Kepler,1
K00533.02,3.52467888,2.484,1.46,5372.0,0.916,280.64136,47.751942,Kepler,1
K00584.01,9.9267215,3.8428,2.76,5475.0,0.982,287.91791,45.592869,Kepler,1
K00584.02,21.22349325,4.9416,2.63,5475.0,0.982,287.91791,45.592869,Kepler,1
K00584.03,6.47027706,3.343,1.15,5475.0,0.982,287.91791,45.592869,Kepler,1
K00437.01,15.84132627,1.8215,16.84,5119.0,0.702,296.61859,50.022011,Kepler,1
K00493.01,2.908453928,2.5363,19.44,5786.0,0.824,286.0705,38.975101,Kepler,0
K00542.01,41.8854433,6.763,3.28,5735.0,1.028,295.57135,49.774578,Kepler,1
K00542.02,13.81733587,4.261,2.04,5735.0,1.028,295.57135,49.774578,Kepler,1
K00598.01,8.30783912,3.1516,2.15,5320.0,0.786,288.12097,47.966671,Kepler,1
K00598.02,34.0963441,3.896,1.71,5320.0,0.786,288.12097,47.966671,Kepler,1
K00599.01,6.45442931,2.6772,2.48,6092.0,0.943,296.12073,47.921478,Kepler,1
K00600.01,3.595769013,3.1569,2.39,5762.0,1.196,286.24982,48.06094,Kepler,1
K01613.03,20.605501,3.793,0.85,6099.0,1.308,285.47659,41.632717,Kepler,1
K00543.01,4.302139338,2.0289,2.46,5041.0,0.857,296.1514,50.09581,Kepler,1
K00543.02,3.137845914,1.91,1.5,5041.0,0.857,296.1514,50.09581,Kepler,1
K00591.01,2.9926465,1.81,0.89,5718.0,0.863,289.8533,46.787151,Kepler,0
K01815.02,1.74610057,1.299,1.24,4854.0,1.749,281.45718,46.746471,Kepler,1
K00548.01,21.30020491,4.0852,2.99,6008.0,1.168,289.50067,51.68573,Kepler,1
K00549.01,10.29767658,6.649,39.14,5671.0,1.608,289.79907,38.555061,Kepler,0
K00446.01,16.70920628,2.7052,2.27,4621.0,0.668,284.03223,39.78133,Kepler,1
K00446.02,28.55158187,4.1502,1.97,4621.0,0.668,284.03223,39.78133,Kepler,1
K00549.02,0.635587392,4.7,28.58,5671.0,1.608,289.79907,38.555061,Kepler,0
K00929.02,2.85188338,2.666,1.23,6123.0,1.107,285.55481,45.578861,Kepler,1
K00450.01,27.04627886,2.666,3.54,6332.0,0.915,291.75223,41.311241,Kepler,0
K00504.01,40.606895,5.756,2.67,5538.0,1.027,295.4328,40.648239,Kepler,1
K00555.01,3.701765401,2.6061,1.63,5252.0,0.898,293.12341,40.934769,Kepler,1
K00555.02,86.4943704,7.471,3.07,5252.0,0.898,293.12341,40.934769,Kepler,1
K00508.01,7.930583519,3.6083,3.05,5674.0,1.032,284.52118,41.629601,Kepler,1
K00556.01,9.50150926,6.852,25.77,5938.0,0.908,299.67938,40.965141,Kepler,0
K00070.01,10.854095934,3.7768,2.99,5465.0,0.925,287.698,42.338718,Kepler,1
K00508.02,16.6658994,4.1934,2.85,5674.0,1.032,284.52118,41.629601,Kepler,1
K00563.01,15.28467725,6.0768,2.7,5763.0,1.374,296.03198,42.14196,Kepler,1
K00564.01,21.05349939,7.1605,2.75,5751.0,1.247,294.28098,42.29097,Kepler,1
K00564.02,127.905412,14.475,8.03,5751.0,1.247,294.28098,42.29097,Kepler,1
K00564.03,6.21716039,4.4289,1.81,5751.0,1.247,294.28098,42.29097,Kepler,1
K00403.01,21.05647572,1.238,5.05,6156.0,1.118,286.87967,39.378391,Kepler,0
K02174.04,3.01609637,1.57,0.96,4245.0,0.637,300.24222,44.141399,Kepler,1
K00566.01,25.85499978,3.8737,2.4,6122.0,0.964,292.31601,42.626251,Kepler,1
K04772.03,39.0930875,5.687,2.99,6072.0,1.193,301.57855,44.31218,Kepler,0
K00070.02,3.696121272,2.463,1.78,5465.0,0.925,287.698,42.338718,Kepler,1
K00409.01,13.24931848,4.4859,2.86,5799.0,1.078,290.56631,40.692039,Kepler,1
K04846.02,32.526674,6.842,1.26,5668.0,0.868,298.28214,44.27206,Kepler,1
K00471.01,21.34736612,4.184,3.2,5395.0,1.071,295.00281,46.987331,Kepler,1
K00471.02,7.81100952,3.231,1.36,5395.0,1.071,295.00281,46.987331,Kepler,1
K00518.01,13.98177862,2.958,2.09,4859.0,0.651,287.43918,43.832088,Kepler,1
K00518.02,44.0003975,5.1115,1.56,4859.0,0.651,287.43918,43.832088,Kepler,1
K00518.03,247.354914,8.677,2.29,4859.0,0.651,287.43918,43.832088,Kepler,1
K00070.03,77.6114427,7.1786,2.59,5465.0,0.925,287.698,42.338718,Kepler,1
K00572.01,10.64021008,5.4381,2.87,6112.0,1.233,299.79645,44.08931,Kepler,1
K00572.02,4.93883135,4.388,1.44,6112.0,1.233,299.79645,44.08931,Kepler,1
K00629.01,40.6992062,7.074,3.2,6419.0,1.362,292.10428,39.76791,Kepler,1
K00682.01,562.1725914,9.8841,10.9,5589.0,1.289,295.198,43.269508,Kepler,1
K00636.01,12.011661094,3.77516,55.2,6753.0,2.396,289.19144,40.263184,Kepler,0
K00548.02,6.0799457,2.706,0.86,6008.0,1.168,289.50067,51.68573,Kepler,1
K00643.01,1.376384817,1.745,1.47,5278.0,0.746,299.6813,40.428425,Kepler,0
K00736.01,18.79418506,3.2906,2.33,4126.0,0.602,292.19397,47.457088,Kepler,1
K00736.02,6.73893544,2.813,1.44,4126.0,0.602,292.19397,47.457088,Kepler,1
K00700.01,30.86436512,2.9557,2.23,5677.0,0.828,294.97351,45.213692,Kepler,1
K00700.02,9.36059705,3.2069,1.42,5677.0,0.828,294.97351,45.213692,Kepler,1
K00700.03,14.6672293,3.742,1.21,5677.0,0.828,294.97351,45.213692,Kepler,1
K00700.04,68.1609897,5.662,1.45,5677.0,0.828,294.97351,45.213692,Kepler,1
K00649.01,23.44970494,8.6567,2.71,6188.0,1.524,289.77325,40.80072,Kepler,1
K00651.01,42.55930625,3.0148,5.45,6032.0,0.924,293.45612,41.048222,Kepler,0
K00654.01,8.59481851,3.254,1.75,5675.0,0.915,284.40991,41.237461,Kepler,1
K00654.02,10.22215697,1.1939,1.72,5675.0,0.915,284.40991,41.237461,Kepler,1
K00109.01,6.41496453,3.9015,25.79,6170.0,1.183,293.45428,39.803928,Kepler,0
K00603.01,2.192009479,2.9453,35.9,5499.0,1.125,290.93726,37.703972,Kepler,0
K00606.01,3.170626881,2.7189,14.37,6068.0,1.034,292.87039,40.105331,Kepler,0
K04692.02,7.6720844,3.451,0.72,5972.0,0.807,290.44476,48.462891,Kepler,1
K00611.01,3.251659087,1.5286,9.83,6367.0,1.087,298.29404,41.6838,Kepler,1
K00714.01,4.182001885,2.2209,2.46,5328.0,0.865,288.00812,46.47356,Kepler,1
K00612.01,20.73989406,3.1505,2.11,5132.0,0.77,284.96851,42.079201,Kepler,1
K00612.02,47.4277116,5.2679,2.33,5132.0,0.77,284.96851,42.079201,Kepler,1
K07636.01,0.702739679,1.379,0.73,5269.0,0.836,286.89841,37.93745,Kepler,1
K00668.01,13.779711352,7.63871,47.58,6444.0,2.947,298.59164,42.206429,Kepler,0
K00619.01,2.879243323,2.6273,21.02,5941.0,0.885,281.77554,47.59325,Kepler,0
K00720.01,5.69059163,2.557,3.1,5244.0,0.81,296.65475,46.83527,Kepler,1
K00720.02,10.04157214,2.6577,2.97,5244.0,0.81,296.65475,46.83527,Kepler,1
K00720.03,18.36974658,2.939,3.58,5244.0,0.81,296.65475,46.83527,Kepler,1
K00720.04,2.79590004,2.056,1.66,5244.0,0.81,296.65475,46.83527,Kepler,1
K00676.01,7.972510087,2.9754,3.22,3912.0,0.533,292.50339,43.083149,Kepler,1
K00676.02,2.453236139,1.6691,2.26,3912.0,0.533,292.50339,43.083149,Kepler,1
K00625.01,38.13853099,3.8617,68.75,6481.0,2.343,286.56378,39.53447,Kepler,0
K00680.01,8.600153929,9.0015,26.52,6093.0,3.913,292.28732,43.197281,Kepler,1
K00009.01,3.719809197,3.5317,87.21,6284.0,2.348,288.80377,49.530788,Kepler,0
K04064.01,0.759763198,3.083,1.2,5520.0,0.818,290.50125,40.6945,Kepler,0
K07650.01,0.851678507,2.028,0.85,5403.0,1.029,293.10153,38.340618,Kepler,0
K04071.01,1.89131005,5.687,6.4,5706.0,1.12,290.31827,37.91098,Kepler,0
K04078.01,0.597934463,3.1225,23.2,6052.0,0.863,299.07944,40.825642,Kepler,0
K04149.01,9.54699216,5.063,1.71,6274.0,1.232,296.9621,48.25639,Kepler,1
K04149.02,14.708641,5.394,1.82,6274.0,1.232,296.9621,48.25639,Kepler,1
K04080.01,1.061002863,1.962,1.06,5767.0,0.881,297.86734,40.10257,Kepler,0
K04083.01,4.4697452,5.33,2.43,6102.0,1.125,300.61877,44.594391,Kepler,0
K07651.01,383.43595,11.059,2.53,5576.0,0.729,294.74246,38.301811,Kepler,0
K04088.01,0.907943645,1.9144,49.37,6434.0,1.166,297.36047,40.056141,Kepler,0
K04020.01,0.566803149,1.643,1.93,6147.0,1.096,293.18408,42.528019,Kepler,0
K04151.01,0.89486317,2.657,1.19,5764.0,0.863,298.90012,40.303589,Kepler,0
K02303.02,8.93484887,2.579,1.83,6688.0,1.347,289.74731,39.523453,Kepler,1
K04022.01,4.85819429,5.356,2.04,6109.0,2.326,283.12854,43.45686,Kepler,1
K04023.01,119.0192648,8.1,4.44,5754.0,0.905,291.58517,42.367229,Kepler,0
K04162.01,0.53936593,5.434,9.19,6341.0,5.302,291.02097,36.903648,Kepler,0
K04099.01,4.95060632,1.719,1.28,5431.0,0.717,291.20419,45.238392,Kepler,1
K04172.01,1.089088292,1.8599,1.28,6194.0,1.069,287.95279,46.33176,Kepler,0
K04030.01,7.7553808,22.321,22.2,5607.0,0.766,300.18863,46.185768,Kepler,0
K04043.01,1.6156052,14.55,34.69,6770.0,1.623,295.31842,40.208961,Kepler,0
K04111.01,1.8913182,4.374,0.9,4476.0,0.633,290.33362,37.911171,Kepler,0
K07671.01,0.918510251,2.587,1.77,5837.0,2.338,291.71054,38.96273,Kepler,0
K04050.01,367.95566,21.877,3.62,4723.0,0.696,294.78763,43.739021,Kepler,0
K04051.01,163.692336,6.853,2.75,4999.0,0.843,298.89877,47.463089,Kepler,1
K04121.01,198.088873,7.955,3.24,5275.0,0.969,286.57617,41.741459,Kepler,1
K07673.01,80.769893,4.2,1.87,4965.0,1.708,292.13876,38.94154,Kepler,1
K04061.01,0.855922327,1.514,0.87,5437.0,0.759,298.90161,42.212799,Kepler,0
K04131.01,0.936751792,5.658,2.07,7843.0,2.909,293.71811,41.430939,Kepler,0
K04205.01,1.166960319,1.6823,0.88,5632.0,0.904,293.05408,38.54179,Kepler,1
K04206.01,0.530959357,2.417,0.69,5325.0,0.75,288.94131,44.593922,Kepler,0
K04208.01,3.05772668,1.819,1.23,4483.0,0.731,298.98502,40.203709,Kepler,1
K04276.01,56.644452,16.551,2.44,6237.0,2.295,285.96872,41.363564,Kepler,1
K04279.01,1.050852976,1.6788,45.89,5780.0,1.0,291.81998,41.112476,Kepler,0
K04347.01,3.0570982,3.571,0.99,6021.0,0.819,293.85065,38.397751,Kepler,1
K04352.01,1.8912501,7.648,23.5,4883.0,0.794,290.30371,37.924191,Kepler,0
K04284.01,2.42803503,3.045,0.85,6609.0,0.974,296.99017,47.130661,Kepler,0
K04286.01,0.787120016,3.1648,23.81,6112.0,0.787,295.2811,40.132858,Kepler,0
K02590.02,22.7909233,9.565,1.38,6311.0,1.642,293.50702,50.450119,Kepler,1
K04426.01,369.13236,10.34,2.14,6282.0,1.449,294.45038,44.166779,Kepler,1
K04217.01,1.0388961,4.755,114.1,7043.0,1.45,290.86606,40.901581,Kepler,0
K04358.01,106.957467,7.006,2.4,6075.0,0.969,289.08313,42.70414,Kepler,1
K04359.01,0.629001455,1.263,0.81,6739.0,2.059,291.92636,37.101292,Kepler,0
